hotel_id,name,city,state,star_rating,price_per_night_inr,property_type,vegetarian_restaurant,wifi_available,parking_available,ac_available,latitude,longitude,gym_available,pool_available,spa_available,business_center,room_service,metro_distance_km,railway_distance_km,airport_distance_km,chain_name
355,Treebo Lucknow,Lucknow,Uttar Pradesh,4.2,7251,Hotel,True,True,True,False,,,False,True,True,False,False,6.7,13.8,34.3,
356,Hyatt Hyderabad,Hyderabad,Telangana,4.6,14832,Guesthouse,True,False,False,False,9.260476,88.915388,False,False,True,False,True,13.3,16.3,49.6,Hyatt
357,OYO Chennai Premium,Chennai,Tamil Nadu,3.6,3939,Resort,True,True,False,False,26.133546,68.80831,False,False,True,True,False,5.4,2.0,20.0,Taj
358,Taj Chennai,Chennai,Tamil Nadu,4.4,15869,Hotel,False,True,True,True,,,True,True,False,True,False,,9.2,9.6,Oberoi
359,Hilton Mumbai,Mumbai,Maharashtra,2.6,13999,Boutique Hotel,True,False,True,True,21.462064,80.415066,True,False,True,False,False,2.1,1.2,37.1,
360,ITC Lucknow,Lucknow,Uttar Pradesh,4.8,5628,Heritage Property,False,False,False,False,,,True,True,True,True,False,7.9,13.4,21.1,Leela
361,Hilton Lucknow,Lucknow,Uttar Pradesh,4.4,6330,Boutique Hotel,False,False,False,False,,,True,True,True,True,False,14.7,13.2,14.1,
362,Radisson Delhi,Delhi,Delhi,3.0,17088,Heritage Property,False,False,False,False,12.70612,81.174761,True,False,True,True,True,,9.9,14.6,
363,OYO Ahmedabad Premium,Ahmedabad,Gujarat,4.4,12363,Heritage Property,False,True,False,True,,,True,False,True,True,True,3.3,12.1,39.4,Taj
364,Mumbai Grand Hotel,Mumbai,Maharashtra,3.0,10809,Resort,True,False,True,False,,,True,True,False,True,True,,3.6,34.5,Leela
365,Radisson Delhi,Delhi,Delhi,4.8,11496,Boutique Hotel,True,False,False,True,,,False,True,True,True,True,,4.6,22.0,
366,Radisson Hyderabad,Hyderabad,Telangana,4.0,9513,Hotel,True,False,True,False,26.254315,76.122126,True,True,False,True,True,11.4,13.3,27.9,Hilton
367,Hilton Ahmedabad,Ahmedabad,Gujarat,3.7,12045,Heritage Property,False,False,False,False,19.627436,94.714371,True,True,True,True,False,,8.5,18.8,
368,Lemon Tree Pune,Pune,Maharashtra,2.9,13758,Guesthouse,True,True,True,False,18.195674,84.934905,False,False,False,False,False,7.7,6.2,6.1,Marriott
369,ITC Ahmedabad,Ahmedabad,Gujarat,3.2,3986,Guesthouse,True,False,True,False,,,False,True,True,False,True,,5.8,38.5,Oberoi
370,ITC Kolkata,Kolkata,West Bengal,4.3,6017,Heritage Property,False,True,False,False,,,False,False,True,False,True,,5.3,37.6,
371,Marriott Chennai,Chennai,Tamil Nadu,3.1,19608,Boutique Hotel,False,False,True,False,,,True,False,False,True,False,13.2,6.8,38.2,Hyatt
372,Treebo Ahmedabad,Ahmedabad,Gujarat,4.6,12635,Resort,False,False,False,False,8.673955,90.775377,True,False,False,False,True,,2.2,22.4,
373,Taj Ahmedabad,Ahmedabad,Gujarat,3.3,16295,Heritage Property,False,True,True,True,13.151447,91.96777,True,True,True,True,False,3.9,13.5,8.1,
374,Radisson Mumbai,Mumbai,Maharashtra,3.8,7130,Guesthouse,False,False,True,True,20.133983,89.55114,True,True,False,False,False,8.8,6.9,14.1,Leela
375,Oberoi Ahmedabad,Ahmedabad,Gujarat,3.0,6175,Boutique Hotel,True,False,True,False,,,False,False,True,True,False,,18.5,20.6,
376,Hyatt Kolkata,Kolkata,West Bengal,4.0,7238,Boutique Hotel,True,True,False,False,27.113321,88.257139,True,True,False,False,True,,14.7,14.8,Taj
377,Hyatt Ahmedabad,Ahmedabad,Gujarat,5.0,19614,Hotel,False,True,True,False,12.780334,74.013791,True,False,False,False,False,,8.5,5.5,Taj
378,OYO Delhi Premium,Delhi,Delhi,4.8,12218,Heritage Property,False,False,False,True,27.053656,88.693865,False,True,True,True,True,2.3,15.1,12.6,Hilton
379,Treebo Mumbai,Mumbai,Maharashtra,3.2,15939,Guesthouse,True,True,True,True,9.384925,86.408922,True,False,False,False,True,1.2,8.2,14.1,
380,Radisson Chennai,Chennai,Tamil Nadu,4.8,8053,Hotel,True,False,True,True,13.572403,87.399534,True,True,True,False,True,,7.1,33.2,Oberoi
381,ITC Lucknow,Lucknow,Uttar Pradesh,4.8,14445,Boutique Hotel,True,True,True,True,13.035025,79.662045,True,False,True,True,False,,8.0,8.0,Hyatt
382,Hyatt Chennai,Chennai,Tamil Nadu,3.3,17870,Hotel,True,False,True,False,,,True,False,True,False,False,0.8,18.3,25.2,
383,Treebo Jaipur,Jaipur,Rajasthan,4.4,17996,Business Hotel,True,True,True,True,29.399485,89.960127,True,True,False,False,False,5.9,13.2,15.7,
384,Marriott Lucknow,Lucknow,Uttar Pradesh,4.3,12270,Resort,False,False,True,False,16.365198,68.687107,False,False,True,True,True,,13.6,16.2,
385,Lemon Tree Chennai,Chennai,Tamil Nadu,4.7,18587,Guesthouse,True,False,True,True,,,True,True,True,True,True,8.5,16.1,14.2,Leela
386,Taj Jaipur,Jaipur,Rajasthan,3.6,16805,Guesthouse,True,True,True,False,15.220113,76.275234,False,False,True,False,False,7.3,9.0,32.4,Leela
387,Leela Palace Pune,Pune,Maharashtra,4.5,17294,Hotel,False,False,True,False,12.431163,89.072799,False,False,False,False,False,2.5,9.9,12.0,Hilton
388,Chennai Grand Hotel,Chennai,Tamil Nadu,2.5,17906,Heritage Property,False,False,False,False,,,False,False,False,False,True,1.1,18.5,22.3,
389,Leela Palace Lucknow,Lucknow,Uttar Pradesh,3.0,15796,Guesthouse,False,False,False,True,34.869044,89.334262,False,True,True,False,False,,3.8,16.1,Taj
390,Treebo Lucknow,Lucknow,Uttar Pradesh,4.6,1904,Hotel,True,False,False,True,13.475874,80.265401,False,False,False,False,False,,18.6,44.1,
391,Treebo Delhi,Delhi,Delhi,3.9,12785,Resort,False,True,False,False,12.883562,82.259975,False,False,False,True,True,10.7,4.8,13.2,Hyatt
392,Marriott Delhi,Delhi,Delhi,3.9,8465,Resort,True,True,True,True,34.165925,79.85498,True,True,True,False,True,4.5,7.5,31.4,
393,Marriott Ahmedabad,Ahmedabad,Gujarat,4.2,4803,Hotel,True,False,True,True,23.147702,68.210597,False,False,False,False,False,10.4,7.5,19.2,
394,Radisson Chennai,Chennai,Tamil Nadu,4.2,13900,Business Hotel,True,False,False,True,33.245704,79.652442,True,True,True,False,True,9.5,13.5,26.4,
395,Treebo Pune,Pune,Maharashtra,3.0,12057,Hotel,False,True,False,False,22.051548,89.436934,False,False,False,True,False,3.3,3.7,28.4,
396,OYO Lucknow Premium,Lucknow,Uttar Pradesh,3.8,5689,Boutique Hotel,True,False,False,True,,,False,True,True,True,True,,13.5,9.0,
397,OYO Pune Premium,Pune,Maharashtra,2.6,12198,Boutique Hotel,False,True,False,False,,,True,False,True,False,True,,15.6,32.0,
398,Hyatt Hyderabad,Hyderabad,Telangana,4.8,14005,Heritage Property,False,True,True,False,10.54273,70.585043,True,True,False,True,False,,12.0,5.1,
399,Lemon Tree Mumbai,Mumbai,Maharashtra,3.8,14218,Boutique Hotel,False,False,True,True,8.266467,92.718499,True,False,False,True,False,10.1,16.2,36.6,Radisson
400,Radisson Lucknow,Lucknow,Uttar Pradesh,3.3,5545,Guesthouse,False,True,False,False,,,True,True,True,True,True,,14.8,18.5,Marriott
