interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,advance_booking_days,cancellation_flag
776,176,371,Booked,2023-07-08,3.1,5686,4.0,Leisure,10.0,False
777,176,268,Reviewed,2023-06-10,4.2,12957,,,,
778,176,63,Reviewed,2023-08-22,2.8,19190,,,,
779,176,330,Reviewed,2023-08-21,4.5,23025,,,,
780,176,10,Booked,2023-03-07,3.3,3963,1.0,Business,1.0,False
781,177,136,Booked,2023-01-14,3.5,10548,4.0,Business,0.0,False
782,177,202,Booked,2023-01-18,3.8,11790,5.0,Leisure,1.0,True
783,177,6,Reviewed,2023-09-19,2.9,6068,,,,
784,178,118,Booked,2023-02-22,4.3,7744,1.0,Leisure,0.0,False
785,178,333,Booked,2023-06-23,5.0,20508,7.0,Leisure,1.0,False
786,178,291,Booked,2023-02-01,5.0,22780,6.0,Leisure,0.0,False
787,178,225,Reviewed,2023-08-18,2.7,11247,,,,
788,178,220,Booked,2023-04-27,4.4,27220,1.0,Leisure,1.0,False
789,179,53,Booked,2023-04-23,4.7,14244,7.0,Family_vacation,1.0,False
790,179,120,Reviewed,2023-07-18,4.7,27676,,,,
791,179,337,Reviewed,2023-01-10,4.3,21840,,,,
792,179,243,Booked,2023-01-13,5.0,32912,5.0,Family_vacation,22.0,False
793,179,45,Booked,2023-01-19,4.9,40790,4.0,Family_vacation,7.0,False
794,179,76,Booked,2023-10-25,5.0,27310,7.0,Family_vacation,44.0,False
795,179,70,Reviewed,2023-10-02,4.5,46170,,,,
796,180,310,Booked,2023-03-23,5.0,34740,3.0,Leisure,10.0,False
797,180,216,Reviewed,2023-05-14,4.6,20628,,,,
798,180,108,Booked,2023-08-20,5.0,32645,6.0,Leisure,7.0,False
799,180,108,Booked,2023-04-05,5.0,26116,7.0,Business,7.0,False
800,180,294,Reviewed,2023-04-16,3.1,16485,,,,
801,181,275,Reviewed,2023-04-20,5.0,15666,,,,
802,181,134,Booked,2023-07-04,3.8,7634,5.0,Family_vacation,0.0,False
803,181,30,Reviewed,2023-04-22,5.0,17793,,,,
804,181,38,Reviewed,2023-04-21,5.0,14559,,,,
805,182,393,Reviewed,2023-07-20,4.5,7578,,,,
806,182,289,Booked,2023-09-09,4.3,16655,3.0,Leisure,0.0,False
807,182,209,Booked,2023-05-08,3.6,3285,1.0,Leisure,0.0,False
808,182,289,Booked,2023-05-21,5.0,9993,4.0,Leisure,1.0,False
809,183,163,Reviewed,2023-08-05,5.0,12807,,,,
810,183,356,Booked,2023-02-08,4.0,2884,3.0,Leisure,1.0,False
811,183,330,Reviewed,2023-06-04,5.0,18420,,,,
812,184,275,Booked,2023-04-15,3.7,5222,4.0,Business,2.0,False
813,184,35,Booked,2023-05-01,5.0,26310,6.0,Leisure,6.0,False
814,184,186,Reviewed,2023-12-26,4.9,5144,,,,
815,184,276,Booked,2023-04-21,2.5,20164,1.0,Business,5.0,False
816,184,206,Reviewed,2023-08-27,3.1,3646,,,,
817,185,130,Booked,2023-05-24,5.0,30280,2.0,Leisure,4.0,True
818,185,15,Reviewed,2023-05-20,5.0,17394,,,,
819,185,15,Reviewed,2023-05-01,5.0,8697,,,,
820,186,108,Reviewed,2023-08-11,3.8,26116,,,,
821,186,377,Booked,2023-04-29,4.1,6920,3.0,Family_vacation,11.0,False
822,186,80,Booked,2023-08-22,3.5,26505,2.0,Family_vacation,55.0,False
823,186,185,Reviewed,2023-06-14,3.4,14427,,,,
824,186,320,Booked,2023-07-28,2.5,22932,3.0,Family_vacation,0.0,False
825,187,297,Reviewed,2023-10-05,5.0,17224,,,,
826,187,321,Reviewed,2023-02-14,5.0,12958,,,,
827,187,150,Booked,2023-06-20,5.0,20296,4.0,Leisure,2.0,False
828,187,266,Booked,2023-01-22,5.0,18166,5.0,Leisure,14.0,False
829,187,265,Reviewed,2023-03-23,5.0,25130,,,,
830,188,256,Reviewed,2023-02-11,5.0,5344,,,,
831,188,299,Reviewed,2023-09-14,4.4,17750,,,,
832,188,18,Booked,2023-02-23,5.0,20799,5.0,Leisure,5.0,False
833,189,158,Booked,2023-03-01,5.0,25218,5.0,Leisure,1.0,False
834,189,203,Reviewed,2023-07-21,5.0,29130,,,,
835,189,208,Reviewed,2023-07-28,5.0,8171,,,,
836,190,219,Reviewed,2023-12-22,4.2,7378,,,,
837,190,19,Booked,2023-01-01,4.2,19635,7.0,Business,21.0,False
838,190,99,Booked,2023-02-06,3.9,11187,2.0,Leisure,16.0,False
839,190,171,Reviewed,2023-10-05,3.8,6886,,,,
840,190,84,Booked,2023-01-13,2.8,11565,1.0,Leisure,5.0,False
841,191,103,Booked,2023-03-02,5.0,19359,6.0,Leisure,8.0,False
842,191,388,Booked,2023-06-03,4.5,18375,2.0,Leisure,18.0,False
843,191,266,Reviewed,2023-09-02,5.0,45415,,,,
844,192,294,Booked,2023-06-13,3.4,9891,6.0,Leisure,1.0,False
845,192,193,Booked,2023-10-03,4.0,15328,6.0,Leisure,0.0,False
846,192,209,Booked,2023-12-17,3.6,3285,4.0,Business,2.0,False
847,192,56,Booked,2023-09-01,3.2,3441,1.0,Leisure,7.0,False
848,193,263,Reviewed,2023-06-22,5.0,26844,,,,
849,193,157,Booked,2023-01-18,5.0,31810,7.0,Leisure,13.0,False
850,193,28,Booked,2023-11-11,5.0,6098,6.0,Business,5.0,False
851,194,243,Booked,2023-09-15,5.0,24684,6.0,Leisure,9.0,False
852,194,252,Reviewed,2023-10-02,5.0,5579,,,,
853,194,370,Reviewed,2023-05-10,5.0,36190,,,,
854,195,49,Reviewed,2023-03-25,2.5,15785,,,,
855,195,222,Reviewed,2023-06-19,3.5,6692,,,,
856,195,11,Booked,2023-02-09,2.7,12484,2.0,Business,36.0,False
857,196,383,Reviewed,2023-04-04,5.0,33250,,,,
858,196,31,Reviewed,2023-09-10,5.0,28452,,,,
859,196,336,Booked,2023-12-25,5.0,4406,1.0,Business,23.0,False
860,197,83,Booked,2023-01-13,5.0,26487,7.0,Family_vacation,14.0,True
861,197,379,Reviewed,2023-09-26,4.4,22656,,,,
862,197,192,Booked,2023-11-22,3.8,33308,4.0,Business,16.0,False
863,197,174,Booked,2023-02-04,4.6,28290,6.0,Business,10.0,False
864,197,155,Booked,2023-05-05,4.9,15184,1.0,Business,15.0,False
865,197,260,Booked,2023-04-06,5.0,31892,6.0,Family_vacation,0.0,False
866,197,295,Booked,2023-05-15,3.7,15446,5.0,Business,11.0,False
867,198,353,Booked,2023-03-10,5.0,39668,1.0,Family_vacation,97.0,False
868,198,343,Reviewed,2023-01-07,4.7,25527,,,,
869,198,83,Booked,2023-10-27,5.0,26487,7.0,Business,13.0,False
870,198,155,Reviewed,2023-04-20,3.8,30368,,,,
871,198,106,Booked,2023-09-02,4.2,7952,2.0,Family_vacation,3.0,False
872,198,343,Booked,2023-10-05,5.0,8509,2.0,Family_vacation,11.0,False
873,198,203,Booked,2023-03-16,5.0,9710,4.0,Family_vacation,0.0,False
874,199,29,Booked,2023-07-05,4.5,9630,4.0,Business,2.0,False
875,199,393,Booked,2023-06-14,4.8,3789,2.0,Leisure,0.0,False
876,199,56,Booked,2023-07-20,4.2,6882,6.0,Leisure,0.0,False
877,200,313,Booked,2023-09-18,5.0,20864,2.0,Leisure,3.0,False
878,200,313,Booked,2023-02-08,4.4,10432,4.0,Business,1.0,False
879,200,236,Booked,2023-03-16,4.9,10052,3.0,Business,4.0,False
880,201,1,Booked,2023-10-02,3.4,9612,7.0,Leisure,6.0,False
881,201,99,Booked,2023-07-17,4.0,18645,6.0,Leisure,6.0,False
882,201,217,Booked,2023-11-03,3.5,17545,2.0,Leisure,10.0,False
883,202,35,Reviewed,2023-11-20,5.0,15786,,,,
884,202,321,Reviewed,2023-05-19,5.0,32395,,,,
885,202,39,Reviewed,2023-09-20,4.4,14874,,,,
886,203,163,Booked,2023-06-06,4.3,12807,5.0,Leisure,9.0,False
887,203,136,Reviewed,2023-11-03,3.5,7032,,,,
888,203,268,Booked,2023-11-10,5.0,8638,7.0,Leisure,2.0,False
889,204,80,Booked,2023-10-05,4.4,10602,7.0,Family_vacation,13.0,False
890,204,264,Booked,2023-03-02,5.0,24516,6.0,Family_vacation,0.0,False
891,204,275,Reviewed,2023-11-21,4.8,10444,,,,
892,205,52,Booked,2023-07-20,4.2,12438,5.0,Leisure,18.0,False
893,205,159,Booked,2023-05-11,5.0,15102,1.0,Leisure,10.0,False
894,205,50,Reviewed,2023-07-21,4.0,9588,,,,
895,205,304,Booked,2023-09-11,5.0,26790,5.0,Leisure,6.0,False
896,205,31,Reviewed,2023-08-04,5.0,7113,,,,
897,205,342,Reviewed,2023-08-07,3.4,22748,,,,
898,206,117,Booked,2023-04-03,3.7,3898,1.0,Leisure,8.0,False
899,206,356,Booked,2023-10-08,4.4,5768,7.0,Business,0.0,False
900,206,368,Booked,2023-08-05,3.8,16885,1.0,Business,29.0,False
901,206,393,Booked,2023-05-26,4.2,7578,2.0,Leisure,8.0,False
902,206,362,Booked,2023-05-17,5.0,9993,7.0,Business,5.0,True
903,206,368,Reviewed,2023-10-27,4.0,6754,,,,
904,207,23,Booked,2023-10-05,5.0,10140,1.0,Leisure,78.0,False
905,207,150,Reviewed,2023-05-19,4.8,5074,,,,
906,207,100,Reviewed,2023-02-18,4.4,18004,,,,
907,207,88,Reviewed,2023-05-04,4.7,8694,,,,
908,207,41,Booked,2023-03-30,4.9,12636,1.0,Business,13.0,False
909,208,118,Booked,2023-08-17,3.8,3872,7.0,Business,96.0,False
910,208,381,Reviewed,2023-08-15,3.0,13364,,,,
911,208,206,Reviewed,2023-11-11,3.6,3646,,,,
912,208,139,Reviewed,2023-04-16,3.8,15304,,,,
913,208,217,Reviewed,2023-08-12,3.7,17545,,,,
914,208,6,Reviewed,2023-06-25,2.9,12136,,,,
915,209,331,Booked,2023-08-15,5.0,30354,2.0,Business,2.0,False
916,209,331,Booked,2023-12-24,5.0,20236,7.0,Business,1.0,False
917,209,353,Booked,2023-06-30,5.0,19834,6.0,Business,0.0,False
918,209,331,Reviewed,2023-01-13,5.0,50590,,,,
919,209,353,Booked,2023-05-05,5.0,9917,4.0,Business,2.0,True
920,209,353,Reviewed,2023-10-20,5.0,39668,,,,
921,209,353,Reviewed,2023-01-11,5.0,39668,,,,
922,210,223,Booked,2023-04-28,3.2,10008,4.0,Business,3.0,False
923,210,372,Reviewed,2023-10-27,3.8,19325,,,,
924,210,386,Reviewed,2023-09-29,3.7,2945,,,,
925,211,108,Booked,2023-02-16,4.1,13058,1.0,Family_vacation,17.0,False
926,211,296,Booked,2023-05-09,4.9,17547,4.0,Family_vacation,33.0,False
927,211,123,Booked,2023-08-12,4.8,16644,2.0,Family_vacation,5.0,False
928,211,358,Booked,2023-04-29,3.6,33240,1.0,Family_vacation,16.0,False
929,212,353,Booked,2023-05-28,5.0,39668,2.0,Leisure,12.0,False
930,212,203,Booked,2023-04-11,5.0,9710,1.0,Leisure,26.0,False
931,212,353,Booked,2023-04-02,5.0,39668,5.0,Leisure,4.0,False
932,212,236,Booked,2023-10-01,5.0,20104,7.0,Business,9.0,False
933,212,236,Booked,2023-05-20,5.0,10052,5.0,Leisure,20.0,True
934,213,183,Booked,2023-11-08,5.0,35845,7.0,Business,10.0,False
935,213,183,Booked,2023-03-31,5.0,14338,2.0,Business,1.0,False
936,213,183,Reviewed,2023-02-04,5.0,14338,,,,
937,213,195,Booked,2023-05-28,5.0,30284,6.0,Business,4.0,False
938,214,71,Booked,2023-11-28,5.0,16755,7.0,Family_vacation,22.0,False
939,214,35,Booked,2023-07-27,5.0,26310,4.0,Business,4.0,False
940,214,16,Reviewed,2023-03-06,5.0,11816,,,,
941,215,194,Booked,2023-02-07,1.4,10533,7.0,Family_vacation,0.0,False
942,215,247,Booked,2023-07-31,1.9,15651,3.0,Business,2.0,False
943,215,53,Booked,2023-01-09,1.7,14244,4.0,Family_vacation,0.0,False
944,216,205,Booked,2023-05-06,4.2,12410,4.0,Leisure,37.0,False
945,216,43,Reviewed,2023-12-31,5.0,13748,,,,
946,216,341,Reviewed,2023-08-26,5.0,7699,,,,
947,217,60,Booked,2023-07-11,3.6,13928,4.0,Leisure,20.0,False
948,217,356,Booked,2023-02-09,4.5,8652,7.0,Leisure,3.0,False
949,217,117,Booked,2023-09-03,3.6,11694,2.0,Leisure,21.0,False
950,217,384,Reviewed,2023-02-21,3.8,19150,,,,
951,218,224,Booked,2023-09-24,4.9,16320,4.0,Family_vacation,17.0,False
952,218,348,Booked,2023-06-27,4.0,15000,3.0,Business,5.0,False
953,218,178,Booked,2023-03-05,5.0,17908,4.0,Family_vacation,3.0,True
954,218,325,Booked,2023-03-20,5.0,29876,3.0,Family_vacation,8.0,False
955,219,311,Booked,2023-04-11,4.7,25576,3.0,Business,14.0,True
956,219,149,Booked,2023-06-05,4.6,13476,2.0,Business,9.0,False
957,219,284,Booked,2023-03-19,5.0,36135,3.0,Leisure,42.0,False
958,219,367,Reviewed,2023-03-25,5.0,21930,,,,
959,220,313,Booked,2023-04-23,5.0,20864,6.0,Business,9.0,True
960,220,236,Booked,2023-08-24,5.0,30156,5.0,Leisure,14.0,False
961,220,331,Reviewed,2023-08-29,5.0,30354,,,,
962,221,281,Booked,2023-06-19,3.4,8508,5.0,Business,17.0,False
963,221,193,Booked,2023-10-29,3.6,11496,7.0,Leisure,33.0,False
964,221,136,Booked,2023-04-26,4.1,14064,4.0,Leisure,7.0,False
965,222,242,Booked,2023-01-27,5.0,16890,7.0,Leisure,49.0,False
966,222,212,Booked,2023-03-17,5.0,18582,2.0,Leisure,5.0,False
967,222,382,Booked,2023-02-20,5.0,32595,3.0,Leisure,2.0,False
968,222,267,Booked,2023-06-03,5.0,14562,5.0,Leisure,12.0,False
969,222,338,Booked,2023-02-03,5.0,4304,4.0,Leisure,1.0,False
970,222,365,Reviewed,2023-08-01,5.0,9176,,,,
971,223,201,Booked,2023-06-07,4.9,28812,4.0,Family_vacation,2.0,False
972,223,76,Reviewed,2023-05-01,5.0,27310,,,,
973,223,114,Booked,2023-03-26,5.0,33235,3.0,Family_vacation,8.0,False
974,224,10,Reviewed,2023-03-18,3.7,15852,,,,
975,224,202,Booked,2023-02-17,4.3,7860,1.0,Business,3.0,False
976,224,238,Booked,2023-03-10,4.5,11157,6.0,Leisure,1.0,False
977,224,171,Booked,2023-12-08,3.7,3443,2.0,Leisure,1.0,False
978,224,171,Booked,2023-01-20,4.4,3443,1.0,Leisure,2.0,False
979,224,393,Booked,2023-04-09,4.1,15156,7.0,Leisure,2.0,False
980,225,257,Reviewed,2023-11-10,4.5,4355,,,,
981,225,223,Reviewed,2023-08-25,3.8,10008,,,,
982,225,59,Booked,2023-03-22,5.0,28325,1.0,Leisure,11.0,False
983,225,278,Booked,2023-01-17,5.0,19104,6.0,Business,1.0,False
984,225,299,Booked,2023-08-20,3.4,17750,3.0,Leisure,14.0,False
985,225,248,Booked,2023-07-25,3.5,10328,7.0,Leisure,8.0,False
986,226,358,Reviewed,2023-03-18,4.6,6648,,,,
987,226,162,Booked,2023-02-10,3.6,5568,2.0,Business,3.0,False
988,226,348,Reviewed,2023-03-18,3.6,15000,,,,
989,227,195,Booked,2023-08-11,5.0,37855,6.0,Business,12.0,False
990,227,260,Booked,2023-04-18,5.0,7973,3.0,Business,21.0,False
991,227,183,Booked,2023-02-03,4.1,21507,4.0,Business,13.0,False
992,228,191,Reviewed,2023-06-15,5.0,20583,,,,
993,228,230,Booked,2023-12-29,5.0,17409,7.0,Leisure,112.0,False
994,228,50,Booked,2023-01-04,5.0,9588,3.0,Leisure,26.0,False
995,229,361,Reviewed,2023-05-03,3.2,15252,,,,
996,229,300,Reviewed,2023-05-23,4.9,9498,,,,
997,229,23,Reviewed,2023-08-02,4.1,5070,,,,
998,229,305,Booked,2023-12-31,4.5,27830,3.0,Leisure,4.0,False
999,229,272,Reviewed,2023-09-14,3.1,6570,,,,
1000,229,339,Booked,2023-06-20,5.0,26900,3.0,Leisure,3.0,False
1001,230,98,Booked,2023-08-11,5.0,9047,4.0,Family_vacation,2.0,False
1002,230,244,Booked,2023-05-29,3.8,30908,1.0,Family_vacation,7.0,True
1003,230,319,Booked,2023-10-29,3.2,7575,4.0,Family_vacation,20.0,False
1004,231,35,Booked,2023-06-11,5.0,10524,4.0,Family_vacation,12.0,False
1005,231,50,Booked,2023-01-20,5.0,23970,3.0,Family_vacation,0.0,True
1006,231,13,Reviewed,2023-04-28,2.6,16536,,,,
1007,231,302,Booked,2023-07-23,3.7,4268,1.0,Family_vacation,8.0,False
1008,231,18,Reviewed,2023-10-07,5.0,6933,,,,
1009,232,362,Booked,2023-06-06,4.8,3331,4.0,Leisure,1.0,False
1010,232,144,Booked,2023-12-05,3.9,3272,7.0,Leisure,0.0,False
1011,232,32,Booked,2023-10-15,4.2,6114,5.0,Leisure,0.0,True
1012,233,285,Booked,2023-02-20,5.0,15360,2.0,Leisure,10.0,False
1013,233,131,Reviewed,2023-08-01,5.0,19524,,,,
1014,233,295,Booked,2023-04-15,5.0,23169,1.0,Leisure,8.0,False
1015,233,168,Booked,2023-02-09,5.0,7339,7.0,Leisure,2.0,False
1016,234,209,Reviewed,2023-04-02,3.7,13140,,,,
1017,234,309,Booked,2023-06-22,3.2,15425,4.0,Leisure,3.0,False
1018,234,171,Booked,2023-11-11,4.0,3443,3.0,Leisure,0.0,False
1019,234,146,Booked,2023-04-07,4.4,11043,6.0,Business,17.0,False
1020,234,144,Booked,2023-02-14,4.6,6544,2.0,Business,15.0,False
1021,234,56,Reviewed,2023-12-20,4.4,13764,,,,
1022,234,29,Reviewed,2023-11-20,3.6,9630,,,,
1023,235,302,Booked,2023-09-20,4.7,17072,2.0,Business,1.0,False
1024,235,182,Booked,2023-09-05,3.6,3819,6.0,Business,4.0,False
1025,235,196,Booked,2023-09-11,3.3,11796,4.0,Business,7.0,False
1026,235,366,Booked,2023-01-19,4.7,4686,5.0,Leisure,8.0,False
1027,236,243,Reviewed,2023-08-01,5.0,8228,,,,
1028,236,260,Booked,2023-06-11,5.0,7973,2.0,Family_vacation,8.0,False
1029,236,158,Reviewed,2023-10-15,5.0,42030,,,,
1030,237,332,Reviewed,2023-06-24,5.0,8471,,,,
1031,237,236,Reviewed,2023-11-23,5.0,30156,,,,
1032,237,15,Reviewed,2023-10-02,5.0,26091,,,,
1033,238,313,Booked,2023-12-07,5.0,20864,6.0,Business,2.0,False
1034,238,332,Reviewed,2023-03-20,5.0,33884,,,,
1035,238,123,Reviewed,2023-02-08,5.0,24966,,,,
1036,238,341,Booked,2023-09-13,5.0,23097,4.0,Business,1.0,False
1037,239,137,Booked,2023-03-12,5.0,30355,5.0,Family_vacation,2.0,False
1038,239,291,Booked,2023-02-18,5.0,17085,3.0,Family_vacation,3.0,False
1039,239,64,Reviewed,2023-04-19,5.0,5954,,,,
1040,239,174,Reviewed,2023-01-26,5.0,47150,,,,
1041,239,172,Reviewed,2023-10-05,4.4,5788,,,,
1042,240,380,Booked,2023-10-23,5.0,47205,3.0,Family_vacation,0.0,False
1043,240,192,Booked,2023-02-21,4.4,8327,3.0,Family_vacation,3.0,False
1044,240,57,Booked,2023-12-03,5.0,8169,2.0,Business,1.0,False
1045,240,244,Reviewed,2023-02-24,5.0,7727,,,,
1046,241,195,Booked,2023-10-30,5.0,15142,1.0,Business,0.0,False
1047,241,260,Reviewed,2023-10-19,5.0,7973,,,,
1048,241,183,Booked,2023-11-19,5.0,28676,2.0,Leisure,7.0,False
1049,242,384,Reviewed,2023-07-28,3.5,19150,,,,
1050,242,171,Reviewed,2023-05-20,4.4,6886,,,,
1051,242,117,Reviewed,2023-09-10,4.4,3898,,,,
1052,242,171,Booked,2023-04-19,4.5,13772,2.0,Leisure,5.0,False
1053,242,289,Booked,2023-03-11,4.2,16655,4.0,Leisure,4.0,False
1054,242,171,Booked,2023-05-08,4.5,3443,6.0,Leisure,12.0,False
1055,242,289,Booked,2023-09-12,3.5,3331,4.0,Leisure,8.0,False
1056,243,239,Booked,2023-12-10,2.9,4176,2.0,Leisure,3.0,False
1057,243,56,Booked,2023-02-06,3.9,6882,2.0,Business,4.0,False
1058,243,163,Reviewed,2023-01-02,4.6,4269,,,,
1059,243,182,Booked,2023-07-31,3.0,7638,4.0,Business,15.0,False
1060,244,127,Booked,2023-07-30,5.0,33190,6.0,Leisure,5.0,False
1061,244,351,Booked,2023-11-22,4.8,27800,3.0,Leisure,19.0,False
1062,244,26,Booked,2023-12-06,3.9,28756,3.0,Leisure,7.0,False
1063,244,26,Booked,2023-08-26,3.7,7189,6.0,Leisure,5.0,False
1064,244,98,Reviewed,2023-07-31,5.0,27141,,,,
1065,244,293,Booked,2023-03-14,5.0,12998,4.0,Leisure,32.0,False
1066,244,210,Booked,2023-09-29,4.1,29696,3.0,Leisure,8.0,False
1067,245,109,Booked,2023-07-19,3.9,23276,2.0,Leisure,6.0,False
1068,245,292,Booked,2023-05-01,3.4,11696,2.0,Leisure,31.0,False
1069,245,330,Reviewed,2023-11-25,5.0,4605,,,,
1070,246,158,Booked,2023-12-04,5.0,25218,6.0,Business,2.0,True
1071,246,311,Reviewed,2023-02-24,5.0,19182,,,,
1072,246,325,Booked,2023-05-10,5.0,37345,7.0,Business,0.0,False
1073,247,26,Reviewed,2023-03-18,5.0,21567,,,,
1074,247,380,Booked,2023-12-20,5.0,37764,5.0,Business,1.0,False
1075,247,123,Booked,2023-04-06,4.7,24966,6.0,Business,7.0,False
1076,248,368,Booked,2023-12-09,4.1,16885,5.0,Leisure,10.0,False
1077,248,117,Booked,2023-08-30,3.8,7796,3.0,Business,16.0,False
1078,248,299,Booked,2023-08-30,4.0,17750,3.0,Leisure,8.0,False
1079,248,364,Reviewed,2023-12-20,2.9,16820,,,,
1080,249,333,Reviewed,2023-04-15,5.0,34180,,,,
1081,249,190,Booked,2023-02-07,3.6,40135,4.0,Leisure,1.0,False
1082,249,365,Booked,2023-04-20,5.0,9176,1.0,Business,1.0,False
1083,250,313,Booked,2023-11-26,5.0,41728,2.0,Business,1.0,False
1084,250,57,Booked,2023-11-10,4.7,24507,7.0,Family_vacation,12.0,False
1085,250,236,Booked,2023-05-04,3.9,30156,5.0,Business,3.0,False
1086,250,198,Booked,2023-09-08,5.0,16558,7.0,Business,1.0,False
1087,251,379,Booked,2023-08-07,5.0,22656,7.0,Leisure,3.0,False
1088,251,353,Reviewed,2023-01-14,5.0,49585,,,,
1089,251,70,Booked,2023-01-11,5.0,18468,2.0,Leisure,5.0,False
1090,251,115,Booked,2023-04-02,5.0,18502,2.0,Business,62.0,False
1091,252,156,Reviewed,2023-04-15,4.1,15513,,,,
1092,252,186,Booked,2023-12-18,5.0,5144,7.0,Leisure,4.0,False
1093,252,94,Booked,2023-01-04,3.8,5429,5.0,Business,2.0,False
1094,252,50,Booked,2023-02-25,5.0,9588,2.0,Business,6.0,False
1095,252,295,Booked,2023-08-11,5.0,15446,3.0,Leisure,4.0,False
1096,252,178,Booked,2023-12-13,5.0,22385,5.0,Leisure,3.0,False
1097,252,16,Booked,2023-03-22,5.0,29540,5.0,Leisure,4.0,False
1098,253,297,Booked,2023-06-11,4.7,8612,6.0,Leisure,13.0,False
1099,253,26,Reviewed,2023-04-11,5.0,28756,,,,
1100,253,268,Booked,2023-10-02,5.0,4319,7.0,Leisure,0.0,False
1101,253,50,Booked,2023-01-28,5.0,23970,7.0,Business,12.0,False
1102,253,179,Booked,2023-11-29,5.0,12574,1.0,Leisure,2.0,False
1103,254,393,Reviewed,2023-11-07,4.4,3789,,,,
1104,254,134,Booked,2023-05-04,3.9,3817,3.0,Leisure,0.0,False
1105,254,73,Reviewed,2023-05-14,3.6,6512,,,,
1106,255,288,Booked,2023-04-16,3.0,6244,6.0,Leisure,2.0,False
1107,255,104,Booked,2023-11-16,3.5,15976,6.0,Leisure,7.0,False
1108,255,60,Booked,2023-06-14,3.5,10446,7.0,Leisure,15.0,True
1109,255,289,Reviewed,2023-01-14,4.0,3331,,,,
1110,256,56,Booked,2023-03-26,4.0,17205,1.0,Business,38.0,False
1111,256,229,Booked,2023-02-20,4.2,33475,6.0,Leisure,0.0,False
1112,256,233,Booked,2023-11-06,5.0,9222,3.0,Leisure,25.0,False
1113,257,289,Booked,2023-03-23,3.7,6662,5.0,Leisure,5.0,False
1114,257,146,Booked,2023-05-28,4.3,3681,2.0,Leisure,14.0,False
1115,257,356,Reviewed,2023-09-14,4.5,2884,,,,
1116,258,313,Booked,2023-01-23,5.0,10432,6.0,Business,4.0,False
1117,258,107,Reviewed,2023-06-26,5.0,10554,,,,
1118,258,313,Booked,2023-07-05,5.0,31296,5.0,Business,5.0,False
1119,259,29,Booked,2023-06-14,3.6,3210,3.0,Leisure,17.0,False
1120,259,182,Reviewed,2023-10-23,3.6,3819,,,,
1121,259,384,Reviewed,2023-10-10,4.7,15320,,,,
1122,259,371,Booked,2023-07-28,3.4,11372,5.0,Leisure,18.0,False
1123,260,229,Booked,2023-11-22,5.0,33475,2.0,Business,4.0,True
1124,260,260,Booked,2023-01-25,5.0,31892,3.0,Business,2.0,False
1125,260,183,Booked,2023-10-12,5.0,7169,3.0,Business,0.0,False
1126,260,195,Reviewed,2023-10-08,5.0,30284,,,,
1127,260,260,Booked,2023-05-08,5.0,31892,6.0,Business,3.0,False
1128,261,168,Booked,2023-12-23,5.0,22017,6.0,Business,4.0,False
1129,261,311,Reviewed,2023-12-09,5.0,19182,,,,
1130,261,211,Reviewed,2023-07-28,5.0,7903,,,,
1131,262,361,Booked,2023-07-08,3.6,19065,4.0,Business,5.0,False
1132,262,56,Reviewed,2023-05-09,2.9,3441,,,,
1133,262,56,Booked,2023-07-19,3.3,13764,2.0,Business,5.0,False
1134,262,60,Reviewed,2023-01-22,3.1,6964,,,,
1135,262,194,Reviewed,2023-12-12,3.0,17555,,,,
1136,262,117,Reviewed,2023-12-16,3.1,7796,,,,
1137,263,128,Reviewed,2023-02-13,4.8,13224,,,,
1138,263,400,Booked,2023-07-30,5.0,20094,5.0,Leisure,2.0,False
1139,263,157,Booked,2023-09-16,5.0,6362,7.0,Leisure,3.0,False
1140,264,338,Reviewed,2023-05-22,5.0,8608,,,,
1141,264,178,Booked,2023-08-27,5.0,4477,6.0,Leisure,0.0,True
1142,264,209,Reviewed,2023-12-18,4.5,9855,,,,
1143,265,38,Reviewed,2023-05-03,1.7,9706,,,,
1144,265,303,Booked,2023-04-17,2.9,20226,2.0,Business,124.0,False
1145,265,264,Booked,2023-06-11,3.3,8172,4.0,Business,20.0,False
1146,266,63,Booked,2023-08-27,2.6,3838,5.0,Business,0.0,False
1147,266,263,Booked,2023-05-04,4.3,13422,4.0,Business,6.0,False
1148,266,400,Booked,2023-06-15,5.0,6698,4.0,Leisure,0.0,False
1149,266,275,Booked,2023-11-10,5.0,20888,7.0,Leisure,0.0,False
1150,267,189,Reviewed,2023-10-10,4.1,27725,,,,
1151,267,274,Booked,2023-01-05,3.5,16464,2.0,Leisure,3.0,False
1152,267,85,Booked,2023-01-16,4.4,16272,7.0,Business,0.0,False
1153,268,183,Reviewed,2023-06-20,4.8,28676,,,,
1154,268,183,Reviewed,2023-05-16,5.0,35845,,,,
1155,268,183,Booked,2023-03-03,5.0,28676,1.0,Leisure,2.0,False
1156,269,287,Booked,2023-01-30,4.1,29940,1.0,Leisure,7.0,False
1157,269,395,Booked,2023-11-24,5.0,16854,1.0,Leisure,4.0,False
1158,269,128,Reviewed,2023-07-23,4.8,13224,,,,
1159,269,280,Reviewed,2023-10-28,4.2,23924,,,,
1160,270,208,Booked,2023-03-22,5.0,40855,5.0,Family_vacation,3.0,True
1161,270,322,Reviewed,2023-08-20,5.0,14415,,,,
1162,270,389,Booked,2023-08-03,4.0,15597,1.0,Family_vacation,0.0,False
