interaction_id,user_id,hotel_id,interaction_type,interaction_date,rating,total_amount_inr,stay_duration,travel_purpose,group_size,advance_booking_days,season,cancellation_flag
676,228,72,Booked,2023-12-19,3.8,44832,6.0,Leisure,2.0,23.0,Monsoon,False
677,119,298,Booked,2023-09-24,3.0,107424,6.0,Leisure,1.0,21.0,Winter,False
678,203,325,Booked,2023-06-22,3.1,18570,7.0,Leisure,1.0,12.0,Winter,False
679,184,139,Reviewed,2023-10-18,3.4,36723,,,,,,
680,38,131,Booked,2023-11-07,3.9,17918,4.0,Family_vacation,2.0,13.0,Summer,True
681,208,131,Booked,2023-09-11,4.2,89590,5.0,Leisure,1.0,17.0,Festival,False
682,14,219,Booked,2023-11-18,4.7,85365,1.0,Leisure,1.0,14.0,Festival,False
683,36,93,Booked,2023-03-04,3.0,32375,1.0,Business,3.0,9.0,Summer,False
684,69,66,Reviewed,2023-02-19,4.9,112518,,,,,,
685,109,105,Reviewed,2023-01-21,4.3,17400,,,,,,
686,16,6,Reviewed,2023-02-27,4.3,95475,,,,,,
687,185,142,Booked,2023-05-26,3.3,37458,2.0,Family_vacation,5.0,19.0,Monsoon,False
688,91,122,Reviewed,2023-03-19,3.1,21750,,,,,,
689,82,391,Booked,2023-04-23,3.8,89495,4.0,Business,5.0,20.0,Summer,False
690,24,293,Booked,2023-11-11,5.0,11058,7.0,Leisure,3.0,4.0,Winter,False
691,57,124,Booked,2023-08-24,4.2,20610,2.0,Leisure,1.0,4.0,Summer,False
692,79,223,Booked,2023-10-24,4.3,24423,4.0,Leisure,3.0,8.0,Summer,False
693,105,365,Reviewed,2023-08-16,4.8,68976,,,,,,
694,228,197,Reviewed,2023-11-11,4.1,7693,,,,,,
695,139,392,Reviewed,2023-05-20,3.8,50790,,,,,,
696,126,224,Booked,2023-09-26,4.0,4957,4.0,Family_vacation,1.0,20.0,Festival,False
697,156,106,Booked,2023-07-10,3.1,13114,5.0,Family_vacation,2.0,22.0,Festival,False
698,104,107,Booked,2023-04-22,4.1,49420,3.0,Business,5.0,10.0,Winter,False
699,225,241,Booked,2023-01-13,4.9,36805,2.0,Family_vacation,5.0,3.0,Festival,False
700,6,200,Booked,2023-10-20,4.1,43548,1.0,Leisure,2.0,14.0,Festival,False
701,23,224,Booked,2023-05-11,4.0,14871,3.0,Leisure,4.0,6.0,Winter,False
702,150,331,Booked,2023-09-22,3.5,43792,2.0,Business,4.0,12.0,Summer,False
703,24,363,Booked,2023-03-23,4.1,74178,5.0,Business,4.0,3.0,Monsoon,False
704,76,73,Reviewed,2023-08-12,4.4,31636,,,,,,
705,59,210,Reviewed,2023-06-09,3.5,3837,,,,,,
706,60,48,Reviewed,2023-11-14,4.2,82032,,,,,,
707,201,380,Reviewed,2023-04-01,4.6,32212,,,,,,
708,242,217,Booked,2023-03-27,3.9,52150,2.0,Family_vacation,1.0,23.0,Summer,True
709,26,138,Reviewed,2023-04-02,3.3,113617,,,,,,
710,119,284,Reviewed,2023-07-08,4.3,11040,,,,,,
711,137,96,Booked,2023-05-06,3.4,29514,7.0,Business,2.0,25.0,Monsoon,False
712,6,257,Booked,2023-09-16,4.8,65372,2.0,Business,2.0,2.0,Festival,False
713,34,124,Reviewed,2023-11-08,4.5,51525,,,,,,
714,201,143,Booked,2023-08-25,3.5,18254,6.0,Business,2.0,23.0,Winter,False
715,156,387,Booked,2023-01-22,4.2,69176,2.0,Business,2.0,10.0,Festival,False
716,126,347,Booked,2023-07-22,3.2,113898,4.0,Family_vacation,1.0,15.0,Monsoon,False
717,148,368,Booked,2023-07-27,3.6,68790,4.0,Business,2.0,17.0,Festival,False
718,10,106,Booked,2023-02-07,3.6,39342,7.0,Leisure,2.0,4.0,Festival,False
719,77,192,Booked,2023-01-13,3.9,14392,7.0,Business,3.0,14.0,Winter,False
720,152,389,Booked,2023-03-13,3.5,47388,4.0,Business,3.0,1.0,Winter,False
721,65,250,Booked,2023-07-24,4.5,18876,3.0,Business,1.0,15.0,Winter,False
722,14,126,Reviewed,2023-03-16,4.3,15518,,,,,,
723,76,192,Booked,2023-01-28,4.0,28784,6.0,Leisure,3.0,20.0,Monsoon,False
724,132,283,Booked,2023-09-02,2.7,57456,7.0,Leisure,2.0,3.0,Monsoon,False
725,80,260,Booked,2023-03-26,3.4,15397,2.0,Family_vacation,5.0,18.0,Monsoon,True
726,131,112,Reviewed,2023-11-19,3.9,5939,,,,,,
727,115,207,Booked,2023-06-21,3.7,54796,3.0,Family_vacation,2.0,11.0,Monsoon,False
728,206,265,Booked,2023-10-27,3.3,75500,7.0,Leisure,1.0,14.0,Summer,False
729,141,374,Reviewed,2023-10-17,4.0,14260,,,,,,
730,239,194,Reviewed,2023-06-19,5.0,73716,,,,,,
731,188,370,Booked,2023-11-22,4.2,12034,7.0,Business,1.0,3.0,Festival,False
732,57,22,Reviewed,2023-01-23,3.2,36944,,,,,,
733,50,215,Booked,2023-10-19,4.1,75796,7.0,Business,4.0,18.0,Monsoon,False
734,54,1,Booked,2023-02-03,4.2,9524,3.0,Family_vacation,2.0,16.0,Summer,False
735,235,85,Booked,2023-12-11,4.2,14652,6.0,Leisure,1.0,26.0,Monsoon,False
736,96,241,Booked,2023-05-13,4.8,36805,7.0,Family_vacation,4.0,21.0,Monsoon,False
737,171,350,Reviewed,2023-10-29,3.7,21033,,,,,,
738,207,305,Booked,2023-05-06,3.4,2422,4.0,Leisure,1.0,9.0,Monsoon,False
739,77,256,Booked,2023-07-27,3.8,60805,3.0,Leisure,3.0,27.0,Winter,False
740,217,113,Reviewed,2023-05-08,4.6,24356,,,,,,
741,238,51,Reviewed,2023-12-24,4.2,27402,,,,,,
742,106,381,Booked,2023-07-24,4.8,43335,3.0,Business,1.0,8.0,Winter,False
743,243,340,Reviewed,2023-02-03,5.0,10803,,,,,,
744,112,208,Booked,2023-08-10,3.6,73764,1.0,Leisure,4.0,4.0,Monsoon,False
745,226,252,Reviewed,2023-07-22,3.7,24552,,,,,,
746,111,121,Reviewed,2023-05-27,3.3,133812,,,,,,
747,43,173,Reviewed,2023-03-23,5.0,57405,,,,,,
748,97,43,Booked,2023-02-21,4.1,110040,6.0,Business,2.0,5.0,Festival,False
749,24,358,Booked,2023-11-28,4.2,15869,1.0,Leisure,3.0,2.0,Winter,False
750,216,188,Booked,2023-12-14,4.4,80612,6.0,Leisure,1.0,22.0,Summer,True
751,229,159,Booked,2023-06-19,4.0,72565,1.0,Business,2.0,20.0,Summer,False
752,50,88,Booked,2023-07-20,5.0,50868,1.0,Leisure,5.0,10.0,Summer,False
753,73,71,Reviewed,2023-02-03,4.9,26019,,,,,,
754,67,81,Booked,2023-11-26,3.4,79520,1.0,Leisure,1.0,20.0,Winter,False
755,9,202,Booked,2023-06-23,3.4,23226,4.0,Leisure,4.0,17.0,Monsoon,False
756,181,206,Reviewed,2023-08-03,3.4,25758,,,,,,
757,204,159,Booked,2023-12-08,4.2,29026,4.0,Business,5.0,5.0,Summer,True
758,151,61,Reviewed,2023-03-17,3.2,28036,,,,,,
759,33,77,Booked,2023-02-07,3.5,10881,6.0,Leisure,2.0,19.0,Winter,False
760,112,210,Booked,2023-03-04,4.2,23022,6.0,Family_vacation,5.0,19.0,Monsoon,False
761,54,243,Booked,2023-12-02,3.1,8746,4.0,Business,2.0,12.0,Summer,True
762,216,130,Booked,2023-07-19,3.5,37596,4.0,Family_vacation,1.0,13.0,Monsoon,False
763,209,168,Reviewed,2023-12-29,2.9,13248,,,,,,
764,246,385,Booked,2023-10-18,5.0,37174,1.0,Business,4.0,14.0,Summer,False
765,86,76,Booked,2023-01-22,4.8,35704,5.0,Family_vacation,2.0,16.0,Monsoon,False
766,185,93,Booked,2023-08-02,2.7,4625,6.0,Leisure,5.0,11.0,Monsoon,False
767,27,248,Booked,2023-09-14,3.3,26172,3.0,Family_vacation,1.0,22.0,Monsoon,False
768,228,271,Reviewed,2023-10-30,4.5,87205,,,,,,
769,51,223,Booked,2023-01-21,3.9,20934,5.0,Family_vacation,1.0,10.0,Festival,True
770,86,10,Reviewed,2023-07-28,3.4,52584,,,,,,
771,17,243,Reviewed,2023-08-02,4.0,21865,,,,,,
772,147,119,Booked,2023-06-11,4.5,11778,4.0,Leisure,2.0,10.0,Summer,False
773,172,297,Reviewed,2023-05-11,4.5,18325,,,,,,
774,136,118,Booked,2023-01-21,2.7,59766,4.0,Business,4.0,1.0,Festival,True
775,20,141,Booked,2023-10-02,4.1,12330,4.0,Business,1.0,17.0,Monsoon,False
776,170,27,Booked,2023-09-12,3.8,10506,5.0,Family_vacation,2.0,18.0,Monsoon,False
777,219,121,Reviewed,2023-07-19,3.6,57348,,,,,,
778,46,280,Reviewed,2023-12-02,4.5,38286,,,,,,
779,110,41,Booked,2023-06-18,3.6,56196,1.0,Business,2.0,5.0,Monsoon,False
780,75,344,Reviewed,2023-05-12,3.5,9664,,,,,,
781,53,374,Booked,2023-03-25,3.9,49910,3.0,Leisure,2.0,18.0,Summer,True
782,40,63,Booked,2023-01-02,4.7,14098,7.0,Leisure,3.0,4.0,Festival,False
783,129,393,Booked,2023-10-01,4.3,4803,4.0,Family_vacation,1.0,20.0,Monsoon,False
784,92,48,Reviewed,2023-06-30,4.4,95704,,,,,,
785,49,280,Reviewed,2023-05-09,5.0,31905,,,,,,
786,206,393,Booked,2023-02-14,4.9,9606,2.0,Leisure,1.0,6.0,Winter,False
787,237,388,Booked,2023-11-20,2.9,53718,7.0,Leisure,4.0,4.0,Festival,False
788,49,318,Booked,2023-11-23,3.5,22090,6.0,Family_vacation,2.0,3.0,Winter,False
789,240,400,Booked,2023-09-11,3.7,22180,4.0,Leisure,2.0,21.0,Monsoon,False
790,11,19,Booked,2023-08-20,3.7,95715,3.0,Business,5.0,30.0,Monsoon,False
791,107,384,Reviewed,2023-01-04,4.9,85890,,,,,,
792,119,44,Booked,2023-03-10,4.5,70175,5.0,Family_vacation,1.0,25.0,Summer,False
793,122,254,Booked,2023-10-11,4.3,73944,7.0,Leisure,2.0,4.0,Summer,False
794,164,163,Booked,2023-05-06,4.8,82383,4.0,Leisure,1.0,2.0,Summer,True
795,77,341,Reviewed,2023-03-12,3.8,11690,,,,,,
796,98,79,Reviewed,2023-05-24,4.0,22912,,,,,,
797,20,272,Booked,2023-07-06,3.9,49557,6.0,Leisure,1.0,14.0,Summer,True
798,73,168,Reviewed,2023-04-05,3.2,30912,,,,,,
799,36,269,Booked,2023-11-05,3.4,1528,3.0,Business,3.0,9.0,Monsoon,False
800,32,94,Booked,2023-10-23,4.2,37429,1.0,Business,1.0,2.0,Monsoon,False
801,195,282,Booked,2023-10-05,3.6,12408,7.0,Family_vacation,1.0,18.0,Monsoon,False
802,169,153,Booked,2023-02-21,3.9,25865,1.0,Leisure,4.0,3.0,Monsoon,False
803,14,71,Booked,2023-02-05,4.5,18585,1.0,Business,1.0,29.0,Festival,True
804,208,185,Reviewed,2023-07-27,3.8,7527,,,,,,
805,41,303,Reviewed,2023-10-15,4.9,37074,,,,,,
806,21,172,Reviewed,2023-03-28,3.2,53070,,,,,,
807,180,54,Booked,2023-11-19,5.0,62368,2.0,Family_vacation,1.0,23.0,Winter,False
808,246,350,Booked,2023-09-18,3.5,28044,1.0,Family_vacation,5.0,29.0,Monsoon,False
809,187,398,Reviewed,2023-04-07,4.8,28010,,,,,,
810,16,221,Booked,2023-04-19,3.3,26316,2.0,Family_vacation,2.0,10.0,Monsoon,False
811,250,303,Booked,2023-07-30,4.9,55611,3.0,Business,5.0,28.0,Summer,False
812,66,332,Booked,2023-11-06,3.1,1758,4.0,Family_vacation,2.0,7.0,Monsoon,False
813,148,95,Reviewed,2023-11-25,4.1,80124,,,,,,
814,64,68,Booked,2023-12-31,4.4,36810,6.0,Business,1.0,24.0,Summer,False
815,35,112,Booked,2023-05-22,4.3,29695,1.0,Family_vacation,1.0,7.0,Summer,False
816,4,212,Reviewed,2023-02-24,3.4,22568,,,,,,
817,37,76,Booked,2023-11-28,4.7,124964,3.0,Leisure,4.0,13.0,Monsoon,False
818,52,326,Booked,2023-03-16,3.3,47001,2.0,Family_vacation,2.0,28.0,Winter,False
819,243,141,Booked,2023-08-12,3.3,2466,4.0,Leisure,3.0,2.0,Summer,False
820,135,149,Booked,2023-04-15,4.1,51954,2.0,Leisure,2.0,9.0,Winter,False
821,4,243,Reviewed,2023-09-29,3.1,17492,,,,,,
822,90,156,Booked,2023-11-26,3.8,13418,6.0,Leisure,2.0,27.0,Festival,False
823,70,83,Booked,2023-09-03,3.6,18776,1.0,Business,2.0,21.0,Festival,False
824,243,283,Reviewed,2023-09-18,3.3,16416,,,,,,
825,29,138,Reviewed,2023-07-09,3.3,97386,,,,,,
826,26,140,Reviewed,2023-12-04,3.4,43878,,,,,,
827,192,207,Booked,2023-01-11,3.0,13699,2.0,Leisure,1.0,9.0,Winter,False
828,172,285,Booked,2023-11-11,3.9,96205,2.0,Family_vacation,2.0,16.0,Summer,False
829,6,168,Reviewed,2023-12-20,3.3,17664,,,,,,
830,146,175,Reviewed,2023-01-01,4.5,32524,,,,,,
831,28,376,Booked,2023-06-06,4.4,28952,3.0,Family_vacation,2.0,26.0,Monsoon,False
832,161,206,Booked,2023-12-09,3.4,64395,5.0,Family_vacation,2.0,12.0,Summer,False
833,160,101,Booked,2023-05-06,3.2,28630,3.0,Leisure,2.0,16.0,Winter,False
834,127,117,Reviewed,2023-08-09,5.0,9492,,,,,,
835,177,40,Booked,2023-02-22,3.6,30192,2.0,Leisure,1.0,28.0,Summer,False
836,106,274,Booked,2023-02-07,2.9,75515,4.0,Family_vacation,1.0,5.0,Winter,False
837,56,190,Booked,2023-02-19,3.0,11035,5.0,Leisure,2.0,4.0,Monsoon,False
838,228,231,Reviewed,2023-04-18,3.0,38258,,,,,,
839,157,61,Reviewed,2023-02-17,3.9,49063,,,,,,
840,154,275,Booked,2023-11-19,4.8,34194,1.0,Leisure,1.0,23.0,Monsoon,False
841,169,388,Reviewed,2023-12-23,3.2,125342,,,,,,
842,126,111,Reviewed,2023-07-30,4.2,4275,,,,,,
843,23,258,Booked,2023-10-26,3.4,97425,3.0,Business,4.0,23.0,Monsoon,False
844,193,232,Booked,2023-10-12,4.0,10390,6.0,Business,2.0,21.0,Summer,False
845,50,89,Booked,2023-03-22,3.0,19299,6.0,Business,3.0,27.0,Winter,False
846,76,236,Reviewed,2023-02-01,3.7,18132,,,,,,
847,159,69,Booked,2023-01-17,3.3,28476,2.0,Leisure,2.0,21.0,Monsoon,False
848,111,79,Reviewed,2023-12-19,3.8,11456,,,,,,
849,122,194,Reviewed,2023-01-04,4.5,18429,,,,,,
850,137,90,Booked,2023-12-17,4.5,37776,1.0,Business,2.0,25.0,Winter,False
851,40,213,Reviewed,2023-02-25,4.2,113946,,,,,,
852,209,86,Booked,2023-05-17,4.9,113658,5.0,Family_vacation,2.0,17.0,Monsoon,False
853,41,305,Booked,2023-09-30,3.8,4844,4.0,Leisure,3.0,20.0,Festival,False
854,67,311,Reviewed,2023-04-20,3.7,41790,,,,,,
855,198,11,Reviewed,2023-04-11,3.6,57172,,,,,,
856,198,275,Booked,2023-08-27,4.8,119679,5.0,Business,1.0,26.0,Winter,False
857,59,378,Reviewed,2023-12-25,4.9,85526,,,,,,
858,29,287,Reviewed,2023-09-03,4.6,39174,,,,,,
859,149,365,Booked,2023-03-11,4.4,22992,5.0,Business,2.0,26.0,Winter,False
860,13,261,Reviewed,2023-11-07,4.0,4123,,,,,,
861,62,276,Booked,2023-10-10,3.8,95925,5.0,Business,4.0,9.0,Monsoon,False
862,212,92,Booked,2023-01-23,4.9,135114,7.0,Business,2.0,5.0,Winter,False
863,23,266,Booked,2023-03-17,3.1,3726,4.0,Family_vacation,5.0,18.0,Summer,False
864,83,236,Reviewed,2023-03-26,3.7,63462,,,,,,
865,87,16,Reviewed,2023-01-17,3.7,67732,,,,,,
866,7,397,Booked,2023-12-07,3.3,85386,7.0,Family_vacation,3.0,3.0,Monsoon,False
867,191,327,Booked,2023-10-27,3.5,92754,2.0,Leisure,3.0,15.0,Monsoon,True
868,162,384,Reviewed,2023-11-06,4.0,24540,,,,,,
869,91,161,Booked,2023-07-14,3.3,39844,5.0,Family_vacation,4.0,25.0,Monsoon,False
870,22,280,Reviewed,2023-03-17,4.9,31905,,,,,,
871,139,245,Reviewed,2023-05-28,4.8,139552,,,,,,
872,20,78,Booked,2023-03-31,4.5,12975,5.0,Family_vacation,1.0,26.0,Summer,False
873,121,21,Reviewed,2023-09-17,4.0,12483,,,,,,
874,12,307,Booked,2023-01-26,4.1,14334,2.0,Leisure,1.0,12.0,Monsoon,True
875,186,265,Reviewed,2023-05-21,3.7,75500,,,,,,
876,97,289,Reviewed,2023-03-04,3.5,17440,,,,,,
877,205,138,Reviewed,2023-09-19,3.0,48693,,,,,,
878,95,339,Booked,2023-01-26,2.9,74669,2.0,Family_vacation,4.0,24.0,Summer,False
879,11,321,Reviewed,2023-08-29,3.8,20058,,,,,,
880,62,211,Booked,2023-11-05,4.8,20615,4.0,Family_vacation,4.0,26.0,Summer,False
881,200,326,Booked,2023-09-27,3.2,15667,1.0,Leisure,3.0,30.0,Summer,False
882,65,271,Booked,2023-03-05,4.8,87205,6.0,Business,1.0,9.0,Monsoon,False
883,165,91,Booked,2023-10-08,3.5,17724,2.0,Family_vacation,2.0,7.0,Festival,False
884,49,271,Booked,2023-11-28,3.9,52323,2.0,Business,2.0,22.0,Summer,False
885,103,317,Reviewed,2023-12-14,3.2,30164,,,,,,
886,134,293,Reviewed,2023-11-27,5.0,22116,,,,,,
887,79,209,Booked,2023-06-02,2.7,10944,4.0,Family_vacation,3.0,12.0,Festival,False
888,80,399,Reviewed,2023-05-09,3.6,99526,,,,,,
889,11,200,Booked,2023-05-30,4.7,65322,4.0,Business,4.0,25.0,Monsoon,False
890,222,22,Reviewed,2023-04-06,3.3,36944,,,,,,
891,185,346,Reviewed,2023-07-08,4.3,69720,,,,,,
892,48,151,Booked,2023-04-09,4.4,53478,1.0,Family_vacation,2.0,3.0,Festival,False
893,106,144,Reviewed,2023-05-29,4.5,91161,,,,,,
894,136,259,Booked,2023-01-12,5.0,39330,1.0,Leisure,3.0,18.0,Winter,False
895,71,170,Booked,2023-03-10,4.2,48755,6.0,Business,1.0,22.0,Monsoon,True
896,176,328,Reviewed,2023-01-30,5.0,28941,,,,,,
897,62,105,Booked,2023-04-21,3.6,24360,7.0,Leisure,3.0,27.0,Monsoon,False
898,227,363,Booked,2023-03-04,4.4,24726,7.0,Business,1.0,26.0,Summer,True
899,183,308,Booked,2023-08-21,4.7,27624,7.0,Business,2.0,18.0,Summer,False
900,51,124,Reviewed,2023-10-31,3.7,61830,,,,,,
901,51,253,Booked,2023-04-21,3.4,74334,3.0,Business,1.0,2.0,Festival,False
902,186,40,Booked,2023-02-12,4.0,75480,7.0,Family_vacation,2.0,16.0,Monsoon,False
903,25,237,Reviewed,2023-09-14,5.0,61544,,,,,,
904,142,369,Reviewed,2023-09-26,4.0,3986,,,,,,
905,234,95,Booked,2023-04-17,4.4,93478,1.0,Family_vacation,1.0,4.0,Monsoon,False
906,29,282,Booked,2023-03-07,3.5,62040,1.0,Business,1.0,23.0,Festival,False
907,164,360,Booked,2023-09-12,4.6,16884,7.0,Family_vacation,1.0,4.0,Festival,False
908,226,318,Booked,2023-12-15,3.3,13254,5.0,Leisure,2.0,5.0,Summer,True
909,155,37,Booked,2023-03-05,5.0,26934,7.0,Family_vacation,2.0,10.0,Summer,False
910,58,119,Reviewed,2023-07-23,4.2,17667,,,,,,
911,215,14,Reviewed,2023-10-28,4.0,78692,,,,,,
912,50,88,Reviewed,2023-03-22,5.0,63585,,,,,,
913,155,259,Booked,2023-03-17,4.3,26220,3.0,Leisure,2.0,11.0,Festival,True
914,66,19,Reviewed,2023-12-23,4.3,114858,,,,,,
915,76,67,Booked,2023-09-24,4.6,55002,1.0,Leisure,5.0,1.0,Monsoon,False
916,240,203,Reviewed,2023-08-08,4.7,121051,,,,,,
917,191,24,Reviewed,2023-09-23,4.2,3540,,,,,,
918,192,66,Booked,2023-08-07,4.8,18753,1.0,Business,1.0,28.0,Summer,False
919,53,185,Reviewed,2023-07-19,3.7,12545,,,,,,
920,23,391,Booked,2023-01-14,4.0,76710,4.0,Business,4.0,24.0,Winter,True
921,45,394,Reviewed,2023-04-22,4.1,41700,,,,,,
922,92,27,Booked,2023-08-09,3.3,10506,4.0,Family_vacation,1.0,4.0,Festival,False
923,125,218,Booked,2023-10-15,4.5,23454,5.0,Business,2.0,17.0,Monsoon,False
924,247,21,Reviewed,2023-03-01,3.8,62415,,,,,,
925,2,271,Booked,2023-08-18,4.6,52323,3.0,Business,2.0,16.0,Winter,False
926,55,120,Reviewed,2023-11-27,3.0,79584,,,,,,
927,32,28,Booked,2023-02-22,3.9,62148,6.0,Family_vacation,1.0,1.0,Summer,False
928,145,298,Reviewed,2023-12-29,2.9,53712,,,,,,
929,74,294,Reviewed,2023-04-04,4.7,78984,,,,,,
930,116,131,Booked,2023-10-26,4.6,71672,7.0,Family_vacation,2.0,23.0,Festival,False
931,147,193,Booked,2023-12-03,3.5,26885,6.0,Family_vacation,2.0,25.0,Festival,True
932,134,152,Booked,2023-03-16,4.2,55305,5.0,Leisure,1.0,21.0,Winter,False
933,145,53,Booked,2023-05-31,3.9,87825,3.0,Family_vacation,2.0,20.0,Winter,False
934,228,98,Booked,2023-02-25,3.6,46081,7.0,Business,2.0,10.0,Winter,False
935,111,207,Reviewed,2023-10-16,3.5,13699,,,,,,
936,105,319,Reviewed,2023-12-25,2.8,41350,,,,,,
937,122,80,Reviewed,2023-07-23,5.0,26208,,,,,,
938,196,214,Reviewed,2023-01-16,4.7,22196,,,,,,
939,192,111,Reviewed,2023-06-08,3.9,25650,,,,,,
940,59,267,Reviewed,2023-11-07,4.5,45222,,,,,,
941,170,309,Booked,2023-07-05,4.4,92075,2.0,Family_vacation,2.0,29.0,Summer,False
942,73,2,Reviewed,2023-06-26,4.0,51330,,,,,,
943,31,73,Reviewed,2023-12-22,4.7,63272,,,,,,
944,88,16,Booked,2023-10-09,3.7,67732,2.0,Leisure,2.0,19.0,Monsoon,False
945,38,223,Booked,2023-12-05,3.7,24423,5.0,Leisure,2.0,19.0,Festival,False
946,162,38,Booked,2023-04-21,3.8,77116,7.0,Leisure,2.0,4.0,Winter,False
947,207,271,Booked,2023-06-10,4.4,122087,1.0,Leisure,1.0,27.0,Winter,False
948,103,278,Reviewed,2023-03-18,2.9,121611,,,,,,
949,198,160,Booked,2023-09-18,4.1,6085,7.0,Business,1.0,27.0,Winter,False
950,58,1,Booked,2023-01-04,4.7,47620,4.0,Family_vacation,1.0,13.0,Festival,True
951,15,60,Reviewed,2023-07-18,4.4,15186,,,,,,
952,21,343,Booked,2023-04-09,3.6,16995,7.0,Business,2.0,2.0,Summer,False
953,15,314,Booked,2023-11-28,4.6,28059,6.0,Family_vacation,3.0,28.0,Monsoon,True
954,105,397,Booked,2023-04-01,3.4,60990,2.0,Family_vacation,4.0,21.0,Festival,False
955,13,374,Reviewed,2023-07-08,3.8,21390,,,,,,
956,70,9,Reviewed,2023-09-11,3.9,95845,,,,,,
957,73,201,Booked,2023-03-25,3.3,57792,2.0,Family_vacation,2.0,13.0,Festival,False
958,153,71,Reviewed,2023-06-26,4.4,26019,,,,,,
959,24,382,Booked,2023-09-09,3.9,125090,4.0,Leisure,3.0,6.0,Summer,False
960,68,12,Reviewed,2023-07-23,3.6,22356,,,,,,
961,137,135,Reviewed,2023-02-04,4.6,3522,,,,,,
962,52,233,Reviewed,2023-04-29,3.7,4408,,,,,,
963,245,161,Booked,2023-07-03,3.4,11384,2.0,Leisure,4.0,4.0,Festival,False
964,21,238,Reviewed,2023-01-06,3.9,38136,,,,,,
965,174,53,Reviewed,2023-02-10,4.5,17565,,,,,,
966,98,58,Booked,2023-04-23,4.1,20902,7.0,Family_vacation,5.0,11.0,Winter,False
967,140,294,Reviewed,2023-06-26,4.2,26328,,,,,,
968,56,230,Booked,2023-02-08,4.6,79950,3.0,Leisure,2.0,9.0,Summer,False
969,44,297,Reviewed,2023-06-15,4.1,128275,,,,,,
970,102,151,Booked,2023-09-19,3.5,62391,1.0,Leisure,4.0,10.0,Summer,False
971,53,350,Reviewed,2023-05-09,4.1,28044,,,,,,
972,121,274,Booked,2023-02-25,3.7,60412,6.0,Leisure,1.0,22.0,Winter,False
973,20,8,Booked,2023-03-24,4.5,46856,7.0,Family_vacation,1.0,18.0,Winter,False
974,50,134,Booked,2023-09-23,5.0,60964,2.0,Family_vacation,5.0,11.0,Festival,False
975,176,311,Booked,2023-08-13,3.1,23880,7.0,Business,1.0,28.0,Winter,False
976,218,264,Booked,2023-04-01,4.4,20943,4.0,Business,4.0,8.0,Festival,False
977,6,253,Booked,2023-12-26,3.8,74334,6.0,Leisure,2.0,13.0,Summer,False
978,180,32,Booked,2023-07-26,5.0,44828,2.0,Leisure,1.0,17.0,Winter,False
979,4,187,Booked,2023-01-02,4.2,7792,1.0,Family_vacation,2.0,27.0,Winter,False
980,162,179,Booked,2023-06-17,3.2,9735,4.0,Family_vacation,2.0,28.0,Monsoon,True
981,86,277,Reviewed,2023-08-18,3.5,19308,,,,,,
982,68,208,Booked,2023-10-19,3.6,18441,5.0,Family_vacation,2.0,25.0,Winter,True
983,147,72,Reviewed,2023-06-17,4.0,29888,,,,,,
984,194,305,Reviewed,2023-01-21,3.7,12110,,,,,,
985,198,350,Reviewed,2023-05-18,3.5,35055,,,,,,
986,156,278,Booked,2023-05-28,3.4,121611,1.0,Business,2.0,5.0,Summer,False
987,205,18,Reviewed,2023-11-06,4.6,38140,,,,,,
988,170,278,Booked,2023-08-10,3.6,86865,6.0,Family_vacation,2.0,9.0,Monsoon,False
989,77,311,Booked,2023-06-22,3.7,29850,5.0,Family_vacation,5.0,3.0,Summer,False
990,116,321,Booked,2023-10-07,4.2,70203,7.0,Business,2.0,23.0,Festival,True
991,237,92,Reviewed,2023-05-01,5.0,77208,,,,,,
992,115,200,Booked,2023-09-02,4.0,76209,6.0,Business,2.0,1.0,Festival,False
993,200,40,Booked,2023-11-11,3.1,90576,6.0,Leisure,4.0,20.0,Festival,False
994,39,320,Reviewed,2023-10-22,3.8,70330,,,,,,
995,128,368,Reviewed,2023-03-20,3.7,27516,,,,,,
996,82,265,Booked,2023-10-23,3.3,113250,1.0,Family_vacation,5.0,11.0,Summer,False
997,48,350,Booked,2023-11-17,4.0,21033,1.0,Family_vacation,2.0,9.0,Summer,False
998,223,185,Reviewed,2023-07-19,3.7,12545,,,,,,
999,85,352,Booked,2023-08-22,4.4,12039,6.0,Business,2.0,6.0,Monsoon,False
1000,46,399,Booked,2023-06-25,4.4,42654,3.0,Business,5.0,13.0,Festival,False
1001,51,72,Booked,2023-06-30,4.3,37360,3.0,Business,1.0,21.0,Winter,False
1002,35,350,Reviewed,2023-09-30,4.0,49077,,,,,,
1003,69,201,Reviewed,2023-04-24,4.1,28896,,,,,,
1004,140,294,Reviewed,2023-02-22,4.1,26328,,,,,,
1005,67,41,Reviewed,2023-12-17,3.7,42147,,,,,,
1006,48,273,Booked,2023-06-22,3.5,14380,2.0,Leisure,2.0,13.0,Winter,False
1007,44,207,Booked,2023-10-29,3.1,82194,2.0,Leisure,2.0,17.0,Monsoon,False
1008,221,259,Booked,2023-02-24,4.7,26220,3.0,Leisure,3.0,21.0,Festival,False
1009,245,198,Booked,2023-10-14,3.9,98850,3.0,Leisure,5.0,10.0,Monsoon,False
1010,50,157,Booked,2023-11-18,3.8,96702,5.0,Family_vacation,3.0,30.0,Summer,False
1011,154,248,Reviewed,2023-03-26,3.2,65430,,,,,,
1012,214,361,Reviewed,2023-06-20,4.6,18990,,,,,,
