hotel_id,name,city,state,star_rating,price_per_night_inr,property_type,total_rooms,year_established,free_wifi,air_conditioning,parking,room_service,24_7_front_desk,restaurant,gym,pool,spa,business_center,conference_hall,airport_shuttle,meeting_rooms,vegetarian_restaurant,multilingual_staff,local_cuisine,popularity_score,review_count
307,"Leela Rana, Johal and Chandra Kolkata",Kolkata,West Bengal,5,5281,Business Hotel,249,1999,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,0.0,0.0
308,"ITC Jani, Gulati and Sampath Hyderabad",Hyderabad,Telangana,4,4934,Hotel,118,1993,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,1.0,0.0
309,Grand Devan-Ramanathan Lucknow,Lucknow,Uttar Pradesh,3,3085,Boutique Hotel,243,2001,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,3.0,0.0
310,Grand Dara-Bose Pune,Pune,Maharashtra,5,6948,5-Star Resort,92,2016,True,True,True,False,True,True,True,False,True,False,False,True,False,True,True,True,2.0,1.0
311,Grand Chhabra Ltd Hyderabad,Hyderabad,Telangana,5,6394,5-Star Resort,71,2005,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,7.0,4.0
312,ITC Contractor-Ramaswamy Ahmedabad,Ahmedabad,Gujarat,4,4879,Resort,105,1990,True,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,3.0,1.0
313,"Taj Chopra, Jaggi and Tank Mumbai",Mumbai,Maharashtra,5,10432,5-Star Resort,127,2022,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,29.0,8.0
314,Royal Shere and Sons Hyderabad,Hyderabad,Telangana,5,7236,5-Star Resort,270,2015,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,True,0.0,0.0
315,Royal Goda-Tak Ahmedabad,Ahmedabad,Gujarat,5,5424,5-Star Resort,24,2004,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,1.0,0.0
316,Grand Mitra Group Mumbai,Mumbai,Maharashtra,4,8076,Resort,276,2021,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,1.0,0.0
317,ITC Dey Group Bangalore,Bangalore,Karnataka,4,5819,Business Hotel,149,2019,True,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,1.0,1.0
318,Grand Shetty-Dash Mumbai,Mumbai,Maharashtra,4,8352,Resort,119,2011,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,0.0,0.0
319,"Royal Chakrabarti, Dutta and Sekhon Delhi",Delhi,Delhi,4,7575,Hotel,262,2005,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,5.0,0.0
320,Leela Pathak Inc Hyderabad,Hyderabad,Telangana,4,5733,Hotel,174,2017,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,2.0,0.0
321,"Grand Contractor, Bhalla and Dara Delhi",Delhi,Delhi,4,6479,Resort,284,2011,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,3.0,3.0
322,"Taj Bath, Sule and Merchant Lucknow",Lucknow,Uttar Pradesh,5,4805,5-Star Resort,297,1999,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,3.0,3.0
323,Leela Kale PLC Bangalore,Bangalore,Karnataka,4,5724,Business Hotel,259,2011,True,True,False,True,True,True,True,False,False,True,False,False,True,True,True,True,1.0,1.0
324,Leela Dalal and Sons Lucknow,Lucknow,Uttar Pradesh,4,4150,Hotel,224,2001,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,0.0,0.0
325,"Grand Kurian, Krish and Anne Mumbai",Mumbai,Maharashtra,4,7469,Hotel,154,1996,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,2.0,0.0
326,Royal Vig and Sons Mumbai,Mumbai,Maharashtra,3,6141,Hotel,118,2014,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,2.0,1.0
327,Leela Kaul-Jani Hyderabad,Hyderabad,Telangana,3,3885,Service Apartment,53,2000,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,0.0
328,Leela Chakraborty Group Ahmedabad,Ahmedabad,Gujarat,3,3472,Hotel,222,2003,True,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,2.0,0.0
329,Taj Chandran Group Kolkata,Kolkata,West Bengal,3,3309,Boutique Hotel,32,2001,True,True,True,True,True,False,False,False,False,True,False,False,True,False,True,True,0.0,0.0
330,Taj Goswami PLC Jaipur,Jaipur,Rajasthan,4,4605,Hotel,90,2006,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,6.0,3.0
331,ITC Kashyap and Sons Mumbai,Mumbai,Maharashtra,5,10118,5-Star Resort,256,2011,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,True,10.0,6.0
332,"Leela Lad, Memon and Manne Delhi",Delhi,Delhi,5,8471,Business Hotel,295,2009,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,13.0,4.0
333,Leela Choudhry PLC Hyderabad,Hyderabad,Telangana,5,6836,Business Hotel,175,1995,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,True,3.0,1.0
334,Royal Wason Inc Bangalore,Bangalore,Karnataka,4,5304,Hotel,86,2016,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,True,1.0,1.0
335,Leela Singh PLC Jaipur,Jaipur,Rajasthan,4,5100,Business Hotel,146,2011,True,True,True,False,True,False,False,True,False,True,True,False,True,True,False,True,3.0,0.0
336,Royal Kalla-Brar Lucknow,Lucknow,Uttar Pradesh,4,4406,Business Hotel,68,2015,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,True,2.0,0.0
337,"Leela Lala, Sibal and Rege Mumbai",Mumbai,Maharashtra,4,7280,Hotel,149,2003,True,True,True,True,False,True,False,True,False,False,False,False,True,True,False,True,2.0,1.0
338,Leela Keer-Ramanathan Ahmedabad,Ahmedabad,Gujarat,4,4304,Hotel,261,2007,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,4.0,1.0
339,"ITC Om, Mander and Parekh Bangalore",Bangalore,Karnataka,4,5380,Business Hotel,72,2014,True,True,True,True,True,True,False,False,True,False,True,True,False,True,False,False,3.0,1.0
340,Royal Prabhakar-Yadav Kolkata,Kolkata,West Bengal,5,5537,Business Hotel,105,1992,True,True,True,True,True,False,True,True,True,True,False,False,True,False,True,False,1.0,0.0
341,Taj Chahal PLC Pune,Pune,Maharashtra,5,7699,Business Hotel,208,1992,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,True,8.0,3.0
342,Royal Arora Ltd Delhi,Delhi,Delhi,3,5687,Service Apartment,182,2020,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1.0,1.0
343,"Taj Sibal, Contractor and Dubey Delhi",Delhi,Delhi,5,8509,Luxury Hotel,97,2014,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,5.0,1.0
344,Royal Pandit-Srinivas Chennai,Chennai,Tamil Nadu,5,6581,Business Hotel,47,2005,True,True,False,True,True,True,True,False,True,False,False,False,False,True,True,True,2.0,0.0
345,ITC Rajan and Sons Kochi,Kochi,Kerala,5,5653,Luxury Hotel,238,2019,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,6.0,1.0
346,Royal Upadhyay Inc Kolkata,Kolkata,West Bengal,4,4179,Resort,30,2014,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,0.0,0.0
347,ITC Deo-Chauhan Pune,Pune,Maharashtra,5,8223,Business Hotel,211,2021,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,9.0,2.0
348,ITC Nath-Ghose Pune,Pune,Maharashtra,3,5000,Service Apartment,270,2013,True,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,3.0,2.0
349,"Grand Upadhyay, Tata and Ranganathan Mumbai",Mumbai,Maharashtra,4,7911,Hotel,67,2014,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,False,3.0,2.0
350,ITC Nagy PLC Pune,Pune,Maharashtra,3,4797,Boutique Hotel,93,2007,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.0,0.0
351,"Leela Patla, Choudhry and Pandey Chennai",Chennai,Tamil Nadu,5,6950,Business Hotel,128,2001,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,False,2.0,0.0
352,Grand Bobal Group Chennai,Chennai,Tamil Nadu,5,5835,Luxury Hotel,51,2007,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,0.0,0.0
353,"Taj Narang, Samra and Yogi Mumbai",Mumbai,Maharashtra,5,9917,Business Hotel,224,2014,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,10.0,3.0
354,Leela Jain-Lal Lucknow,Lucknow,Uttar Pradesh,5,4666,Business Hotel,231,2002,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,3.0,0.0
355,"Grand Ramakrishnan, Dey and Walla Mumbai",Mumbai,Maharashtra,3,6320,Service Apartment,217,2008,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,1.0,0.0
356,Royal Kota LLC Lucknow,Lucknow,Uttar Pradesh,3,2884,Hotel,65,1996,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,8.0,3.0
357,"ITC Walla, Chandra and Ganesh Pune",Pune,Maharashtra,3,5062,Service Apartment,53,2011,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,1.0,1.0
358,"Taj Majumdar, Panchal and Parekh Pune",Pune,Maharashtra,4,6648,Resort,20,2009,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,3.0,2.0
359,Leela Nadig Ltd Mumbai,Mumbai,Maharashtra,4,7818,Hotel,165,1999,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,2.0,0.0
360,Royal Parsa-Vasa Kochi,Kochi,Kerala,3,3491,Service Apartment,46,2001,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True,False,2.0,1.0
361,"Grand Mukherjee, Mand and Dalal Jaipur",Jaipur,Rajasthan,3,3813,Hotel,185,1993,True,True,False,True,True,True,False,False,False,True,True,False,True,False,False,True,2.0,1.0
362,Royal Gour Ltd Kolkata,Kolkata,West Bengal,3,3331,Hotel,69,2012,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,True,6.0,1.0
363,Grand Lalla-Dubey Jaipur,Jaipur,Rajasthan,3,3414,Boutique Hotel,215,2007,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,0.0,0.0
364,ITC Pingle-Ray Kochi,Kochi,Kerala,3,3364,Hotel,70,2010,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,3.0,1.0
365,Grand Panchal-Khurana Delhi,Delhi,Delhi,5,9176,Luxury Hotel,112,1990,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,4.0,2.0
366,"ITC Bhargava, Bhasin and Mannan Ahmedabad",Ahmedabad,Gujarat,4,4686,Resort,293,2018,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,4.0,0.0
367,Royal Gola-Kamdar Bangalore,Bangalore,Karnataka,5,7310,Business Hotel,236,1994,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,True,1.0,1.0
368,ITC Saha and Sons Ahmedabad,Ahmedabad,Gujarat,3,3377,Hotel,234,1999,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,10.0,2.0
369,"Royal Mukhopadhyay, Chokshi and Gola Hyderabad",Hyderabad,Telangana,4,5905,Resort,73,1997,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,3.0,1.0
370,ITC Loyal-Rout Bangalore,Bangalore,Karnataka,5,7238,Business Hotel,226,2020,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,2.0,2.0
371,ITC Dhillon Ltd Lucknow,Lucknow,Uttar Pradesh,3,2843,Boutique Hotel,161,2017,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,2.0,0.0
372,Grand Kothari-Baria Ahmedabad,Ahmedabad,Gujarat,3,3865,Boutique Hotel,280,1998,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False,True,4.0,2.0
373,ITC Gaba Ltd Jaipur,Jaipur,Rajasthan,3,3646,Hotel,249,2000,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,6.0,1.0
374,Leela Edwin-Thakur Kochi,Kochi,Kerala,3,3544,Boutique Hotel,155,2003,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,1.0,1.0
375,"Royal Mukhopadhyay, Bahl and Dugar Mumbai",Mumbai,Maharashtra,4,8045,Resort,201,1990,True,True,True,False,True,False,True,True,False,False,False,False,False,True,True,False,4.0,2.0
376,Leela Subramaniam-Kibe Delhi,Delhi,Delhi,4,6942,Hotel,91,2012,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,2.0,0.0
377,"Royal Aurora, Ratta and Kata Pune",Pune,Maharashtra,5,6920,5-Star Resort,224,2022,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,1.0,0.0
378,"ITC Arya, Borra and Thaker Pune",Pune,Maharashtra,3,4268,Hotel,147,2007,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,True,1.0,1.0
379,"Royal Goel, Deshpande and Khurana Delhi",Delhi,Delhi,4,7552,Resort,29,2002,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,4.0,2.0
380,Grand Choudhry-Bhatia Delhi,Delhi,Delhi,5,9441,Luxury Hotel,184,2003,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,3.0,0.0
381,Taj Nazareth-Pau Kolkata,Kolkata,West Bengal,3,3341,Hotel,216,1995,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,6.0,3.0
382,Royal Babu Inc Delhi,Delhi,Delhi,4,6519,Resort,149,2012,True,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True,4.0,2.0
383,"ITC Joshi, Minhas and Mane Hyderabad",Hyderabad,Telangana,5,6650,Business Hotel,58,2000,True,True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,1.0,1.0
384,ITC Arya Group Jaipur,Jaipur,Rajasthan,3,3830,Hotel,107,2004,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False,10.0,5.0
385,ITC Chawla PLC Mumbai,Mumbai,Maharashtra,3,5798,Boutique Hotel,88,2016,True,True,False,True,True,False,True,False,False,True,True,False,True,False,True,False,3.0,2.0
386,"ITC Radhakrishnan, Sankar and Tara Lucknow",Lucknow,Uttar Pradesh,3,2945,Service Apartment,125,2018,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,2.0,1.0
387,"Taj Soman, Sani and Misra Chennai",Chennai,Tamil Nadu,4,4940,Hotel,178,2000,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,0.0,0.0
388,"Grand Sabharwal, Dhaliwal and Nayak Bangalore",Bangalore,Karnataka,4,6125,Hotel,147,1995,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,2.0,0.0
389,Taj Vala-Mukhopadhyay Kolkata,Kolkata,West Bengal,5,5199,Business Hotel,298,1997,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,2.0,0.0
390,Royal Borde-Kuruvilla Mumbai,Mumbai,Maharashtra,3,6134,Hotel,134,1996,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,0.0,0.0
391,"Leela Boase, Bali and Walla Kolkata",Kolkata,West Bengal,4,4352,Business Hotel,208,2006,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,0.0,0.0
392,"Taj Datta, Bhasin and Mishra Delhi",Delhi,Delhi,4,7446,Resort,273,2017,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,False,3.0,0.0
393,Royal Chowdhury LLC Jaipur,Jaipur,Rajasthan,3,3789,Service Apartment,64,2005,True,True,True,False,False,True,False,False,False,True,False,True,True,True,False,True,15.0,9.0
394,Royal Cheema-Rao Hyderabad,Hyderabad,Telangana,5,6051,Luxury Hotel,90,1997,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,0.0,0.0
395,"Royal Dhar, Kant and Wali Bangalore",Bangalore,Karnataka,4,5618,Business Hotel,290,2009,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,True,3.0,0.0
396,"ITC Venkatesh, More and Saxena Jaipur",Jaipur,Rajasthan,3,3583,Boutique Hotel,136,2017,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,0.0,0.0
397,Grand Gola Inc Bangalore,Bangalore,Karnataka,3,4122,Boutique Hotel,237,2002,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,True,0.0,0.0
398,"ITC Ramachandran, Kulkarni and Hayre Kolkata",Kolkata,West Bengal,4,4129,Resort,43,1993,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,2.0,1.0
399,Leela Bhargava Inc Hyderabad,Hyderabad,Telangana,4,4938,Resort,39,2008,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,0.0,0.0
400,Taj Sunder and Sons Bangalore,Bangalore,Karnataka,5,6698,5-Star Resort,204,2017,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,4.0,2.0
