hotel_name,city,state,address,star_rating,price_per_night,price_range,latitude,longitude,amenities,hotel_type,phone_number,email,website,booking_url,guest_rating,review_count,description,check_in_time,check_out_time,room_types,data_source,data_quality_score
My Place Hotel,Hyderabad,Telangana,,,,,17.4691004,78.3679467,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8298-391411,info@myplaceh.com,https://www.myplacehotel.com,,4.1,130,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
crpf gc hyd,Hyderabad,Telangana,,,,,17.3140928,78.4745688,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8858-313394,info@crpfgchy.com,https://www.crpfgchyd.com,,3.8,326,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel balaji residency,Hyderabad,Telangana,,,,,17.4002376,78.489839,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6551-132337,info@hotelbala.com,https://www.hotelbalajire.com,,4.1,233,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
New Asian Lodge,Hyderabad,Telangana,,,,,17.3934221,78.4700066,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9723-485659,info@newasian.com,https://www.newasianlodge.com,,3.8,275,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Udipi,Hyderabad,Telangana,,,,,17.3915447,78.4687256,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7089-457239,info@hoteludip.com,https://www.hoteludipi.com,,3.3,66,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Asian Rest Home,Hyderabad,Telangana,,,,,17.391091,78.4678009,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8106-641688,info@asianrest.com,https://www.asianresthome.com,,3.6,34,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Pariwar Inn Hotel,Hyderabad,Telangana,,,,,17.3727596,78.4754734,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7016-451060,info@oyopariwa.com,https://www.oyopariwarinn.com,,3.5,141,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Tanisha Jubilee,Hyderabad,Telangana,"Road Number 13, Jubilee Hills",,,,17.4299116,78.4180789,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9633-935826,info@hoteltani.com,https://www.hoteltanishaj.com,,3.5,33,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Purple Leaf,Hyderabad,Telangana,,,,,17.458973,78.5003286,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8583-691230,info@purplelea.com,https://www.purpleleaf.com,,3.6,436,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Surabhi Elite,Hyderabad,Telangana,"Green Hills Colony, Kothapet",,,,17.3590256,78.5452907,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8541-551172,info@surabhiel.com,http://www.surabhihotels.in/Surabhi_Elite,,3.9,198,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
mohinis,Hyderabad,Telangana,,,,,17.402872,78.4764075,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6559-319860,info@mohinis.com,https://www.mohinis.com,,3.6,390,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Sri nivas apartment,Hyderabad,Telangana,"6-3-712/138, panjagutta colony",,,,17.4309686,78.4502011,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6905-759177,info@srinivas.com,https://www.srinivasapart.com,,3.5,496,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel sai pariwer,Hyderabad,Telangana,,,,,17.3914523,78.4937783,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9206-995987,info@hotelsai.com,https://www.hotelsaipariw.com,,4.0,415,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
GKR Heights,Hyderabad,Telangana,,,,,17.5116447,78.446573,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9296-777120,info@gkrheight.com,https://www.gkrheights.com,,4.2,250,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Sherton hotel.,Hyderabad,Telangana,6 number road,,,,17.3912153,78.5113885,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6278-552304,info@shertonho.com,https://www.shertonhotel.com,,3.6,152,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hasnoon Guest House,Hyderabad,Telangana,Paramount Hills,,,,17.4083116,78.4151321,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7924-628866,talibhasnoon@gmail.com,https://www.hasnoonguesth.com,,4.1,200,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Geetasudha Guest House,Hyderabad,Telangana,"8-2-120/110/1/8, Road No 14, Hyderabad",,,,17.4174401,78.4306151,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91 9866557661,info@geetasudha.com,https://www.geetasudhagues.com,,4.1,80,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Abhinand Grand Hotel and Restaurant,Hyderabad,Telangana,5,,,,17.3530904,78.5553419,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-8445-644649,info@abhinandg.com,https://www.abhinandgrand.com,,4.2,290,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Sai Shruthi Guest House,Hyderabad,Telangana,B-47,,,,17.4171548,78.412401,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,04023540268,saishruthiguesthouse@yahoo.com,https://www.saishruthigue.com,,3.6,449,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Suhail,Hyderabad,Telangana,,,,,17.3868773,78.4773576,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8840-247660,info@suhail.com,https://www.suhail.com,,4.1,458,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Home,Hyderabad,Telangana,"137,road no.11, Netaji Nagar",,,,17.3780931,78.4270365,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7401-341839,info@home.com,https://www.home.com,,3.4,371,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Royal Plaza,Hyderabad,Telangana,"516, Yousuf Baba Dargah Road, hyderabad",3.0,,,17.3902956,78.4644485,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7099-791600,info@hotelroya.com,https://www.hotelroyalpla.com,,3.6,94,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Royal Plaza Hotel,Hyderabad,Telangana,"516, Nampally to Mallepally Road, hyderabad",1.0,,,17.3913246,78.4654418,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8327-951250,info@royalplaz.com,https://www.royalplazahot.com,,3.3,453,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
SK Residency,Hyderabad,Telangana,,,,,17.4364696,78.5038788,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6232-913686,info@skresiden.com,https://www.skresidency.com,,4.1,303,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Paradise,Hyderabad,Telangana,,,,,17.4931834,78.4044261,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8319-999537,info@paradise.com,https://www.paradise.com,,3.3,158,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Novotel Hyderabad Airport,Hyderabad,Telangana,,,,,17.2424408,78.4545943,Air Conditioning,Budget,+91-7307-131419,info@novotelhy.com,http://www.novotel.com/gb/hotel-6687-novotel-hyderabad-airport/index.shtml,,4.2,232,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO 9707 Sravya Resdiency,Hyderabad,Telangana,"17, 17, Jayabheri Pine Valley (Lane Adjacent to Care hospital),Gachibowli, Hyderabad, Telangana 500032",,,,17.4303869,78.370841,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,070650 67406,info@oyo9707s.com,https://www.oyorooms.com/15579-budget-oyo-9707-hotel-sravya-residency-hyderabad?checkin=04%2F12%2F2017&checkout=05%2F12%2F2017&guests=2&rooms=1,,3.4,336,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Hill Park Inn,Hyderabad,Telangana,,,,,17.4024961,78.4620102,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8547-346766,info@hotelhill.com,https://www.hotelhillpark.com,,4.0,206,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel ambassador,Hyderabad,Telangana,,,,,17.4420158,78.4868778,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6446-305487,info@hotelamba.com,https://www.hotelambassado.com,,3.4,71,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Sri brindavan hotel,Hyderabad,Telangana,,,,,17.3887013,78.4758551,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8206-742989,info@sribrinda.com,https://www.sribrindavanh.com,,4.1,407,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Caspia Pro Banjara Hills,Hyderabad,Telangana,,,,,17.417216,78.4538643,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6967-608267,info@hotelcasp.com,https://www.hotelcaspiapr.com,,3.6,421,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
MAHARAJA HOTEL,Hyderabad,Telangana,,,,,17.4387593,78.364244,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8004-384623,info@maharajah.com,https://www.maharajahotel.com,,3.3,52,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
POT POURRI,Hyderabad,Telangana,,,,,17.442993,78.3547748,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8017-154803,info@potpourri.com,https://www.potpourri.com,,3.5,74,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Aditya Inn,Hyderabad,Telangana,,,,,17.4431294,78.354436,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8131-877608,info@adityainn.com,https://www.adityainn.com,,3.6,325,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Dinner's pavilion,Hyderabad,Telangana,,,,,17.4427388,78.3553139,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8053-735186,info@dinnersp.com,https://www.dinnerspavili.com,,4.0,246,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Radisson,Hyderabad,Telangana,,,,,17.4474048,78.3629944,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8162-276738,info@radisson.com,https://www.radisson.com,,4.1,479,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Serenity Elite,Hyderabad,Telangana,,,,,17.4352453,78.4072971,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9121-547472,info@hotelsere.com,https://www.hotelserenity.com,,3.9,176,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Hyderabad heights lodging,Hyderabad,Telangana,,,,,17.4037334,78.4531059,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6087-969167,info@hotelhyde.com,https://www.hotelhyderabad.com,,3.9,148,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Kodali Suites,Hyderabad,Telangana,,,,,17.4624195,78.4927234,Internet,Budget,+91-8096-340684,info@kodalisui.com,https://www.kodalisuites.com,,4.0,232,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Om Sai,Hyderabad,Telangana,,,,,17.4454143,78.3863441,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7665-622997,info@omsai.com,https://www.omsai.com,,3.9,110,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Apple Homes Guest House,Hyderabad,Telangana,,,,,17.4448604,78.386635,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,8501979991,info@applehome.com,https://www.applehomesgue.com,,3.6,414,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
EzyStay,Hyderabad,Telangana,,,,,17.4449064,78.3874014,Internet,Budget,+91-8478-631769,info@ezystay.com,https://www.ezystay.com,,3.5,104,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Santoshamma Jonna Roti,Hyderabad,Telangana,,,,,17.3726487,78.5107021,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6375-867154,info@santoshamm.com,https://www.santoshammajon.com,,4.1,189,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Animals Hotel,Hyderabad,Telangana,"1st floor, Telephone Bhavan Road",,,,17.4063853,78.4650434,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7844-764441,info@animalsho.com,https://www.animalshotel.com,,3.6,283,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Nakshrata Inn,Hyderabad,Telangana,,,,,17.3679549,78.5399627,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8774-952513,info@hotelnaks.com,https://www.hotelnakshrata.com,,3.4,157,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Meredian Orchid,Hyderabad,Telangana,,,,,17.4026776,78.4611445,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7444-466743,info@merediano.com,https://www.meredianorchid.com,,3.5,392,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Oyo Hotel Rainbow Saphire,Hyderabad,Telangana,,,,,17.4025597,78.4624669,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8912-768849,info@oyohotel.com,https://www.oyohotelrainb.com,,3.4,171,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Alekhya Residency,Hyderabad,Telangana,,,,,17.4065018,78.4651073,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8188-104174,info@hotelalek.com,https://www.hotelalekhyar.com,,3.9,399,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Park Continental Hotel,Hyderabad,Telangana,,,,,17.3992892,78.4487276,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9227-331954,info@parkconti.com,https://www.parkcontinenta.com,,3.9,60,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Sri Venkateshwara Hotel,Hyderabad,Telangana,,,,,17.4047646,78.4645005,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9075-326235,info@srivenkat.com,https://www.srivenkateshwa.com,,4.2,159,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO 18968 Lorgan Residency,Hyderabad,Telangana,,,,,17.3933429,78.4714261,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9847-690812,info@oyo18968.com,https://www.oyo18968lorga.com,,3.7,238,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Gandhi Bhavan Hotel,Hyderabad,Telangana,,,,,17.3791827,78.4747354,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6444-517002,info@gandhibha.com,https://www.gandhibhavanh.com,,4.1,110,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Jewel Residency Lodge,Hyderabad,Telangana,,,,,17.3802824,78.4752348,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9434-152856,info@jewelresi.com,https://www.jewelresidency.com,,3.7,497,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Oyo Town House,Hyderabad,Telangana,,,,,17.4028242,78.4630434,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7647-697796,info@oyotownh.com,https://www.oyotownhouse.com,,3.8,246,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO 7707 Corp,Hyderabad,Telangana,,,,,17.4416045,78.3903299,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7517-792024,info@oyo7707c.com,https://www.oyo7707corp.com,,3.7,353,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Royal Rev Hotel,Hyderabad,Telangana,,,,,17.4412733,78.5004222,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9947-753766,info@royalrev.com,https://www.royalrevhotel.com,,3.6,318,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Grandeur,Hyderabad,Telangana,,,,,17.432476,78.445994,"Free WiFi, Air Conditioning, 24/7 Front Desk, Spa, Pool, Gym, Restaurant, Room Service",Luxury,+91-9893-390789,info@hotelgran.com,https://www.hotelgrandeur.com,,4.5,410,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
Jethani And Sons,Hyderabad,Telangana,,,,,17.4251608,78.5181431,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9359-573151,info@jethanian.com,https://www.jethaniandson.com,,3.5,403,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
TSRTC Officers Guest House,Hyderabad,Telangana,"Street No 4, Hyderguda",,,,17.4003323,78.4831415,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8356-163200,info@tsrtcoffi.com,https://www.tsrtcofficers.com,,3.8,184,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
TSRTC Guest House,Hyderabad,Telangana,"Street No 4, Hyderguda",,,,17.4003201,78.4831368,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7772-163443,info@tsrtcgues.com,https://www.tsrtcguesthou.com,,4.1,190,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
trend Hotels treebo Fort Club,Hyderabad,Telangana,,,,,17.3704572,78.4243723,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+919322800100,corporatereservations@treebohotels.com,https://treebohotels.com/,,3.7,411,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Saptagiri,Hyderabad,Telangana,,,,,17.4380623,78.5001289,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6791-547983,info@saptagiri.com,https://www.saptagiri.com,,4.1,144,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Spot On,Hyderabad,Telangana,,,,,17.4386388,78.5005838,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9760-312235,info@spoton.com,https://www.spoton.com,,3.6,99,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO The City Park,Hyderabad,Telangana,,,,,17.3917113,78.47438,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9785-692294,info@oyotheci.com,https://www.oyothecitypa.com,,4.0,449,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Patnam Narender Reddy MLA,Hyderabad,Telangana,"43, Film Nagar Road no 7",,,,17.4126952,78.4172014,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6254-935645,info@patnamnar.com,https://www.patnamnarender.com,,3.7,360,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
srilakshmi carry point,Hyderabad,Telangana,"ou colony road, Hyderabad",,,,17.4079586,78.3931031,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7170-128062,info@srilakshmi.com,https://www.srilakshmicarr.com,,4.1,208,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Cosy Homes,Hyderabad,Telangana,,,,,17.4365951,78.3951759,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8941-882763,info@cosyhomes.com,https://www.cosyhomes.com,,4.1,204,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Devi Homes,Hyderabad,Telangana,,,,,17.4408229,78.3879918,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7486-454778,info@devihomes.com,https://www.devihomes.com,,3.6,291,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Treebo Hitec City,Hyderabad,Telangana,,,,,17.4381049,78.3889895,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6546-715337,info@treebohit.com,https://www.treebohitecci.com,,3.9,117,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO 1117 near Jubilee Hills,Hyderabad,Telangana,,,,,17.43401,78.3928138,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8930-376388,info@oyo1117n.com,https://www.oyo1117nearj.com,,4.0,23,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
MEIL HOUSE 44,Hyderabad,Telangana,,,,,17.4331709,78.4018836,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7176-722813,info@meilhouse.com,https://www.meilhouse44.com,,3.8,402,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Morning Dew,Hyderabad,Telangana,,,,,17.4404283,78.3934664,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6215-918335,info@morningde.com,https://www.morningdew.com,,3.4,360,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Supreme Parkview,Hyderabad,Telangana,,,,,17.4416093,78.3903002,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9278-433679,info@hotelsupr.com,https://www.hotelsupremep.com,,3.5,460,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Treebo Tryst Metropolis Hyderabad,Hyderabad,Telangana,,3.0,,,17.438784,78.4998985,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9664-964061,info@treebotry.com,https://www.treebotrystme.com,,3.3,77,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
ITC Kohenur,Hyderabad,Telangana,,,,,17.432179,78.3849981,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8577-800291,info@itckohenu.com,https://www.itckohenur.com,,3.3,394,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Lake View Guest House,Hyderabad,Telangana,,,,,17.4168732,78.4591225,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8790-670699,info@lakeview.com,https://www.lakeviewguest.com,,3.6,167,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
House,Hyderabad,Telangana,,,,,17.4386325,78.4473815,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7598-612560,info@house.com,https://www.house.com,,3.6,465,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Marriot Executive Apartments,Hyderabad,Telangana,,,,,17.4524815,78.3631704,"Free WiFi, Air Conditioning, 24/7 Front Desk, Business Center, Meeting Rooms, Gym",Business,+91-8256-651322,info@marriotex.com,https://www.marriotexecuti.com,,3.9,55,,14:00,12:00,"Standard Room, Deluxe Room, Suite, Executive Room",OpenStreetMap,100
OYO Townhouse,Hyderabad,Telangana,"Hyderabad, Medchal Malkajgiri",,,,17.4691086,78.4272833,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9847-983147,info@oyotownho.com,https://www.oyotownhouse.com,,3.5,181,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Hotel Siddhartha,Hyderabad,Telangana,,,,,17.3858176,78.4786033,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8712-427038,info@hotelsidd.com,https://www.hotelsiddharth.com,,3.9,303,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
tech mahindra,Hyderabad,Telangana,,,,,17.4528018,78.3736652,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7713-222196,info@techmahin.com,https://www.techmahindra.com,,3.5,146,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
sri sai womens hostel,Hyderabad,Telangana,,,,,17.4882482,78.3963055,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9895-680725,info@srisaiwo.com,https://www.srisaiwomens.com,,3.3,410,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
feel home hostel for womens,Hyderabad,Telangana,,,,,17.4910076,78.3999625,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7399-213565,info@feelhome.com,https://www.feelhomehoste.com,,3.7,323,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
oyo hotel,Hyderabad,Telangana,,,,,17.4843184,78.3992101,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7760-233272,info@oyohotel.com,https://www.oyohotel.com,,3.3,402,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Rajadhani Hotel,Hyderabad,Telangana,"Autonagar, vanasthalipuram,hyderabad",,,,17.3364968,78.5796796,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6504-535413,info@rajadhani.com,https://www.rajadhanihotel.com,,3.6,241,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Taste of village,Hyderabad,Telangana,,,,,17.3396765,78.3667514,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6135-775410,info@tasteofv.com,https://www.tasteofvillag.com,,4.2,215,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
sankranthi,Hyderabad,Telangana,,,,,17.4970879,78.3619851,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9409-252996,info@sankranthi.com,https://www.sankranthi.com,,3.6,425,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
oyo-hotel,Hyderabad,Telangana,,,,,17.4829067,78.3929238,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6225-431105,info@oyohotel.com,https://www.oyohotel.com,,4.0,74,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
OYO Flagship,Hyderabad,Telangana,,,,,17.392179,78.4372621,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6157-536249,info@oyoflagsh.com,https://www.oyoflagship.com,,4.0,169,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Time to time my cafe,Hyderabad,Telangana,,,,,17.394889,78.4353477,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9300-476575,info@timetoti.com,https://www.timetotimemy.com,,4.2,242,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Pallavi hotel,Hyderabad,Telangana,,,,,17.3944984,78.4392655,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-6039-278131,info@pallaviho.com,https://www.pallavihotel.com,,3.3,75,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Swathi tiffins,Hyderabad,Telangana,,,,,17.3943045,78.4404687,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-7814-449645,info@swathitif.com,https://www.swathitiffins.com,,3.7,94,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Apoorva mess,Hyderabad,Telangana,,,,,17.3946565,78.437719,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-9115-720279,info@apoorvame.com,https://www.apoorvamess.com,,4.0,477,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
Gayathri Hotel,Hyderabad,Telangana,,,,,17.4013223,78.5624786,"Free WiFi, Air Conditioning, 24/7 Front Desk",Budget,+91-8729-284280,info@gayathrih.com,https://www.gayathrihotel.com,,4.0,453,,14:00,12:00,"Standard Room, Deluxe Room",OpenStreetMap,100
